episode,steps,time_sec,total_steps,avg_latency,avg_global_reward,total_global_reward,count,action_distribution
1,1000,1125.6,1000,399.74,0.171,171.0401,1000,"{'NOOP': 900, 'COMPACT_128KB': 100}"
