env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
55101,500,505.4,500,0.1895,94.755,"{""NOOP"": 391, ""COMPACT_64KB"": 104, ""PARTITION_HOUR"": 2, ""PARTITION_REGION"": 1, ""PARTITION_EVENT_TYPE"": 2}",306.136564,49.698,0.223017,0.666968,1
