env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11003,1000,1483.7,1000,0.0994,99.3842,"{""NOOP"": 970, ""COMPACT_128KB"": 13, ""COMPACT_32KB"": 8, ""COMPACT_64KB"": 9}",768.171302,114.021,0.0,0.67606,1
