episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25101,500,480.1,0.221581,110.790332,237.0481,35.57,0.249723,2,3.18762,0.033409,0.0,"{""NOOP"": 407, ""COMPACT_64KB"": 6, ""PARTITION_HOUR"": 4, ""COMPACT_32KB"": 33, ""COMPACT_128KB"": 34, ""REMOVE_PARTITION"": 2, ""PARTITION_EVENT_TYPE"": 4, ""PARTITION_REGION"": 10}"
2,25102,500,422.0,0.195682,97.840816,195.7277,37.098,0.167246,2,2.598412,0.059808,0.0,"{""NOOP"": 401, ""COMPACT_32KB"": 28, ""PARTITION_EVENT_TYPE"": 6, ""COMPACT_64KB"": 5, ""COMPACT_128KB"": 45, ""REMOVE_PARTITION"": 8, ""PARTITION_REGION"": 6, ""PARTITION_HOUR"": 1}"
3,25103,500,407.9,0.189815,94.907687,199.8371,36.308,0.150188,2,2.244281,0.060685,0.0,"{""NOOP"": 408, ""COMPACT_64KB"": 9, ""PARTITION_REGION"": 4, ""COMPACT_128KB"": 38, ""PARTITION_EVENT_TYPE"": 7, ""COMPACT_32KB"": 23, ""REMOVE_PARTITION"": 7, ""PARTITION_HOUR"": 4}"
4,25104,500,397.5,0.196091,98.045254,215.8568,39.872,0.188683,2,1.168905,0.087164,0.0,"{""NOOP"": 407, ""COMPACT_32KB"": 34, ""PARTITION_EVENT_TYPE"": 5, ""COMPACT_128KB"": 31, ""PARTITION_HOUR"": 6, ""PARTITION_REGION"": 8, ""COMPACT_64KB"": 6, ""REMOVE_PARTITION"": 3}"
5,25105,500,407.0,0.175852,87.926155,223.0747,35.122,0.09979,2,1.808796,0.00223,0.0,"{""NOOP"": 397, ""COMPACT_64KB"": 5, ""PARTITION_REGION"": 9, ""COMPACT_128KB"": 41, ""COMPACT_32KB"": 31, ""PARTITION_EVENT_TYPE"": 3, ""REMOVE_PARTITION"": 10, ""PARTITION_HOUR"": 4}"
