episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25401,500,510.8,0.221912,110.956168,259.4962,36.782,0.253695,2,8.933396,0.014696,0.0,"{""NOOP"": 399, ""COMPACT_32KB"": 37, ""PARTITION_REGION"": 4, ""COMPACT_64KB"": 12, ""PARTITION_HOUR"": 5, ""COMPACT_128KB"": 35, ""PARTITION_EVENT_TYPE"": 4, ""REMOVE_PARTITION"": 4}"
2,25402,500,421.6,0.21034,105.170043,223.0009,37.37,0.213093,2,4.050956,0.187184,0.0,"{""NOOP"": 402, ""COMPACT_32KB"": 37, ""PARTITION_REGION"": 8, ""COMPACT_128KB"": 34, ""REMOVE_PARTITION"": 3, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 8, ""PARTITION_EVENT_TYPE"": 4}"
3,25403,500,418.0,0.232935,116.467399,206.4596,34.164,0.278215,2,5.187264,0.088612,0.0,"{""NOOP"": 404, ""COMPACT_32KB"": 28, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 5, ""COMPACT_128KB"": 46, ""PARTITION_EVENT_TYPE"": 8, ""PARTITION_REGION"": 3, ""REMOVE_PARTITION"": 2}"
4,25404,500,449.1,0.211065,105.532274,209.7627,35.046,0.203979,2,3.877467,0.16797,0.0,"{""NOOP"": 401, ""COMPACT_64KB"": 4, ""REMOVE_PARTITION"": 4, ""PARTITION_EVENT_TYPE"": 5, ""COMPACT_32KB"": 29, ""COMPACT_128KB"": 44, ""PARTITION_HOUR"": 4, ""PARTITION_REGION"": 9}"
5,25405,500,451.1,0.234603,117.301491,220.799,33.306,0.279533,2,3.506331,0.157604,0.0,"{""NOOP"": 407, ""COMPACT_32KB"": 20, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 2, ""COMPACT_128KB"": 55, ""PARTITION_REGION"": 8, ""PARTITION_EVENT_TYPE"": 2, ""REMOVE_PARTITION"": 2}"
