env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11001,1000,5544.3,1000,-0.094,-94.0118,"{""NOOP"": 999, ""PARTITION_HOUR"": 1}",4686.409853,1004.675,0.258338,0.113567,1
