env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
55301,500,461.1,500,0.1895,94.7676,"{""NOOP"": 265, ""COMPACT_32KB"": 13, ""PARTITION_REGION"": 148, ""COMPACT_64KB"": 56, ""PARTITION_HOUR"": 1, ""COMPACT_128KB"": 17}",256.931551,41.514,0.159232,0.805387,1
