env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
45201,500,462.6,500,0.1837,91.8576,"{""NOOP"": 385, ""COMPACT_64KB"": 112, ""PARTITION_HOUR"": 1, ""PARTITION_REGION"": 1, ""PARTITION_EVENT_TYPE"": 1}",275.057826,50.618,0.218775,0.641753,1
