episode,steps,time_sec,total_steps,avg_latency,avg_global_reward,total_global_reward,count,action_distribution
1,1000,1600.1,1000,750.78,0.1109,110.8955,1000,"{'NOOP': 931, 'COMPACT_64KB': 69}"
