episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25401,500,518.5,0.216032,108.015865,262.2319,34.56,0.224194,2,6.247196,0.187966,0.0,"{""NOOP"": 404, ""COMPACT_64KB"": 16, ""PARTITION_REGION"": 5, ""COMPACT_32KB"": 27, ""PARTITION_HOUR"": 6, ""COMPACT_128KB"": 36, ""REMOVE_PARTITION"": 4, ""PARTITION_EVENT_TYPE"": 2}"
2,25402,500,480.9,0.201892,100.946045,237.1791,38.138,0.192171,1,1.429372,0.159636,0.0,"{""NOOP"": 397, ""COMPACT_32KB"": 53, ""PARTITION_EVENT_TYPE"": 5, ""COMPACT_64KB"": 7, ""REMOVE_PARTITION"": 6, ""PARTITION_HOUR"": 3, ""COMPACT_128KB"": 24, ""PARTITION_REGION"": 5}"
3,25403,500,462.8,0.203978,101.988897,237.9716,36.658,0.19869,1,1.476504,0.014113,0.0,"{""NOOP"": 392, ""COMPACT_32KB"": 53, ""PARTITION_HOUR"": 5, ""COMPACT_128KB"": 26, ""REMOVE_PARTITION"": 7, ""PARTITION_EVENT_TYPE"": 3, ""PARTITION_REGION"": 6, ""COMPACT_64KB"": 8}"
4,25404,500,443.0,0.216282,108.14087,202.8688,33.386,0.202326,1,4.323492,-0.000305,0.0,"{""NOOP"": 401, ""COMPACT_32KB"": 33, ""REMOVE_PARTITION"": 9, ""PARTITION_HOUR"": 4, ""COMPACT_128KB"": 41, ""PARTITION_EVENT_TYPE"": 3, ""PARTITION_REGION"": 3, ""COMPACT_64KB"": 6}"
5,25405,500,407.9,0.196213,98.106641,206.4175,32.09,0.14934,1,2.969997,0.003769,0.0,"{""NOOP"": 394, ""COMPACT_32KB"": 37, ""PARTITION_HOUR"": 4, ""COMPACT_128KB"": 42, ""PARTITION_REGION"": 3, ""REMOVE_PARTITION"": 16, ""PARTITION_EVENT_TYPE"": 2, ""COMPACT_64KB"": 2}"
