scale,DDQN,WorkloadAwareThreshold,gap
0.8,0.18646666666666664,0.18166666666666664,0.004799999999999999
0.9,0.19756666666666667,0.18816666666666668,0.009399999999999992
1.0,0.20053333333333334,0.1971333333333333,0.003400000000000042
1.1,0.21216666666666664,0.20153333333333334,0.0106333333333333
1.2,0.21620000000000003,0.20756666666666668,0.008633333333333354
