env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
45101,500,485.5,500,0.1926,96.2969,"{""NOOP"": 383, ""COMPACT_32KB"": 44, ""PARTITION_HOUR"": 7, ""PARTITION_REGION"": 22, ""COMPACT_128KB"": 42, ""COMPACT_64KB"": 2}",286.101538,36.44,0.204969,0.935983,1
