env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11004,1000,1085.0,1000,0.1677,167.6683,"{""NOOP"": 856, ""COMPACT_128KB"": 98, ""COMPACT_32KB"": 12, ""COMPACT_64KB"": 34}",372.376202,49.534,0.0,1.262153,1
