episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25501,500,453.6,0.201067,100.533658,262.9605,35.926,0.163842,2,2.80922,414.631104,0.0644,"{""NOOP"": 393, ""COMPACT_64KB"": 51, ""PARTITION_EVENT_TYPE"": 5, ""PARTITION_REGION"": 5, ""COMPACT_128KB"": 30, ""PARTITION_HOUR"": 5, ""REMOVE_PARTITION"": 4, ""COMPACT_32KB"": 7}"
2,25502,500,383.4,0.206071,103.035446,214.0097,35.156,0.174653,2,2.087765,445.495804,0.0312,"{""NOOP"": 395, ""COMPACT_64KB"": 48, ""PARTITION_EVENT_TYPE"": 6, ""REMOVE_PARTITION"": 4, ""PARTITION_HOUR"": 3, ""COMPACT_128KB"": 29, ""COMPACT_32KB"": 6, ""PARTITION_REGION"": 9}"
3,25503,500,395.3,0.18733,93.664895,207.3628,37.642,0.132517,2,1.360521,434.213028,0.02,"{""NOOP"": 394, ""COMPACT_64KB"": 52, ""PARTITION_EVENT_TYPE"": 7, ""PARTITION_REGION"": 9, ""COMPACT_128KB"": 25, ""PARTITION_HOUR"": 3, ""REMOVE_PARTITION"": 1, ""COMPACT_32KB"": 9}"
4,25504,500,388.3,0.192131,96.065445,221.9833,40.944,0.1664,2,2.152526,348.878593,0.02,"{""NOOP"": 377, ""COMPACT_64KB"": 63, ""PARTITION_EVENT_TYPE"": 14, ""PARTITION_REGION"": 15, ""COMPACT_128KB"": 26, ""COMPACT_32KB"": 5}"
5,25505,500,394.9,0.182657,91.328399,217.9746,38.264,0.118218,2,0.978719,103.106838,0.02,"{""NOOP"": 387, ""COMPACT_64KB"": 59, ""PARTITION_EVENT_TYPE"": 8, ""PARTITION_REGION"": 14, ""COMPACT_128KB"": 25, ""PARTITION_HOUR"": 2, ""COMPACT_32KB"": 5}"
