episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25501,500,695.3,0.072492,36.24615,101.2382,93.572,0.013497,0,0.0,0.0,0.0,"{""NOOP"": 377, ""COMPACT_32KB"": 44, ""PARTITION_REGION"": 7, ""COMPACT_64KB"": 30, ""REMOVE_PARTITION"": 16, ""PARTITION_EVENT_TYPE"": 10, ""PARTITION_HOUR"": 3, ""COMPACT_128KB"": 13}"
2,25502,500,409.0,0.210558,105.279212,220.0205,37.102,0.233993,0,0.0,0.0,0.0,"{""NOOP"": 407, ""COMPACT_128KB"": 26, ""PARTITION_HOUR"": 5, ""COMPACT_64KB"": 18, ""COMPACT_32KB"": 32, ""PARTITION_EVENT_TYPE"": 3, ""PARTITION_REGION"": 5, ""REMOVE_PARTITION"": 4}"
3,25503,500,398.5,0.210161,105.080465,199.9882,39.914,0.245404,0,0.0,0.0,0.0,"{""NOOP"": 406, ""COMPACT_32KB"": 41, ""PARTITION_EVENT_TYPE"": 4, ""COMPACT_128KB"": 26, ""PARTITION_HOUR"": 1, ""PARTITION_REGION"": 5, ""COMPACT_64KB"": 11, ""REMOVE_PARTITION"": 6}"
4,25504,500,412.0,0.220729,110.364397,209.8026,36.986,0.266085,0,0.0,0.0,0.0,"{""NOOP"": 413, ""COMPACT_32KB"": 38, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 12, ""PARTITION_REGION"": 3, ""COMPACT_128KB"": 24, ""REMOVE_PARTITION"": 4, ""PARTITION_EVENT_TYPE"": 2}"
5,25505,500,398.7,0.20529,102.64488,206.5133,35.404,0.217314,0,0.0,0.0,0.0,"{""NOOP"": 401, ""COMPACT_128KB"": 30, ""PARTITION_HOUR"": 3, ""COMPACT_32KB"": 41, ""REMOVE_PARTITION"": 5, ""COMPACT_64KB"": 10, ""PARTITION_REGION"": 5, ""PARTITION_EVENT_TYPE"": 5}"
