episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25301,500,527.0,0.167095,83.547465,318.7295,44.628,0.113684,1,3.945746,0.413046,0.0,"{""NOOP"": 392, ""COMPACT_64KB"": 45, ""PARTITION_EVENT_TYPE"": 6, ""COMPACT_32KB"": 39, ""REMOVE_PARTITION"": 7, ""PARTITION_REGION"": 4, ""PARTITION_HOUR"": 7}"
2,25302,500,475.4,0.19044,95.219908,275.8245,42.696,0.190382,1,2.277767,0.093923,0.0,"{""NOOP"": 391, ""COMPACT_64KB"": 31, ""PARTITION_REGION"": 7, ""COMPACT_32KB"": 52, ""COMPACT_128KB"": 3, ""REMOVE_PARTITION"": 12, ""PARTITION_HOUR"": 4}"
3,25303,500,454.3,0.221244,110.621792,228.6281,39.012,0.267996,1,3.456495,0.133118,0.0,"{""NOOP"": 397, ""COMPACT_64KB"": 33, ""REMOVE_PARTITION"": 6, ""PARTITION_HOUR"": 7, ""COMPACT_32KB"": 47, ""PARTITION_REGION"": 3, ""COMPACT_128KB"": 5, ""PARTITION_EVENT_TYPE"": 2}"
4,25304,500,497.2,0.179901,89.950518,296.3768,47.054,0.173169,1,2.056496,0.120849,0.0,"{""NOOP"": 387, ""COMPACT_32KB"": 62, ""PARTITION_HOUR"": 3, ""COMPACT_64KB"": 23, ""REMOVE_PARTITION"": 18, ""PARTITION_REGION"": 6, ""PARTITION_EVENT_TYPE"": 1}"
5,25305,500,469.2,0.207487,103.74333,254.4734,43.462,0.245754,2,7.734619,0.070968,0.0,"{""NOOP"": 379, ""COMPACT_32KB"": 42, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 34, ""PARTITION_REGION"": 5, ""REMOVE_PARTITION"": 33, ""COMPACT_128KB"": 4, ""PARTITION_EVENT_TYPE"": 1}"
