epoch,loss
1,3.9554600253397103
2,2.634903764238163
3,2.3006577601238174
4,1.9709333290859146
5,1.67531197959063
6,1.5476697044713157
7,1.2526526335550814
8,1.1187611328704017
9,1.1473244346526204
10,1.1086347647467438
11,0.8786223138473472
12,0.9279404519486945
13,0.920402001893642
14,0.8411262020164606
15,0.8024503360597455
16,0.792350880649625
17,0.7354175907046515
18,0.7166083724979235
19,0.6889560251135607
20,0.7092875950038433
21,0.6231565633598639
22,0.5976613304881874
23,0.6632341142667799
24,0.5761091501585075
25,0.5171164246371054
26,0.5640233049207196
27,0.49882169638057144
28,0.5108843333734086
29,0.5324434984703453
30,0.5019277943089149
31,0.42679907199071376
32,0.4684109045382665
33,0.5042838215903969
34,0.4862114278105449
35,0.48975320171792897
36,0.4748131085035144
37,0.4550356320200526
38,0.45724951061515173
39,0.445510819003138
40,0.4425608648500424
41,0.4135821643380486
42,0.4259308188944599
43,0.3785755700450771
44,0.4476332363805601
45,0.35801499307497725
46,0.41064648005199067
47,0.3669154263880788
48,0.40276015184021424
49,0.35075609036246125
50,0.37385156173829215
51,0.3419483648803161
52,0.35630722697444106
53,0.3538141340321424
54,0.36879452675276875
55,0.2281603499277666
56,0.329846337903291
57,0.3389133880371038
58,0.340879055642884
59,0.2649568403804941
60,0.33406045575797255
61,0.27188514349792076
62,0.2690770227880198
63,0.29505549301868494
64,0.27643787539659104
65,0.2532699242690388
66,0.2517530161944427
67,0.2626117642740814
68,0.2543368701138819
69,0.21228975949961007
70,0.2361560516268471
71,0.23131118044827362
72,0.21038759384798456
73,0.2792009222986443
74,0.19662598251574198
75,0.24260888874948938
76,0.18455491625532813
77,0.18901975991736567
78,0.1769739014229604
79,0.1876152019605649
80,0.22499027567896612
81,0.16934970572438776
82,0.21857197703413514
83,0.15747720426974857
84,0.21899152867381974
85,0.181455680425754
86,0.19129618696336234
87,0.170258516056121
88,0.17322645634792896
89,0.17171612602411485
90,0.15085815380764556
91,0.1806413071819258
92,0.14317229492779898
93,0.12629632744938135
94,0.1618088922577397
95,0.14419692954314606
96,0.13778662845986533
97,0.14360655646543113
98,0.11448104999845429
99,0.13115614802785674
100,0.11566457099148206
101,0.10850357668170212
102,0.12258686616598648
103,0.11029793827661447
104,0.11079403074762346
105,0.0926563956831791
106,0.13966019521942552
107,0.12307821086854959
108,0.09971316241450151
109,0.08745802348783734
110,0.07210220639802972
111,0.07175556501867819
112,0.07407522794543481
113,0.06305575058130282
114,0.0677348124243471
115,0.07829259441481257
116,0.057404508253521454
117,0.05761728424350826
118,0.05351928300319277
119,0.04549058622737624
120,0.017187159774558886
121,0.06961095261824679
122,0.060741545328376244
123,0.023871057961440206
124,0.016098826068776603
125,0.07444725084897814
126,0.028368736351174966
127,0.044102331518898814
128,0.03411532780725737
129,0.03448058002419314
130,0.05186773382355364
131,0.03961154451707796
132,0.010492997481582724
133,-0.002465338237127479
134,0.016914895925746888
135,0.03990068791282116
136,0.011446893063126778
137,0.00899486394827159
138,0.0029932496289969707
139,0.004732035632644381
140,0.03887887455865133
141,-0.01623521646370693
142,0.017269486314332
143,0.006932785610991473
144,-0.017365511440272843
145,0.016575001588813504
146,-0.013740916527351555
147,0.015796878897794048
148,-0.024238441557604438
149,-0.023574030787056804
150,-0.013525821753226372
151,-0.02164083610916016
152,2.9686201667907288e-05
153,0.014349355238812918
154,-0.0372120486382319
155,-0.026252971648485685
156,-0.025037824575390135
157,-0.04065114084859284
158,-0.03168998610190287
159,-0.04067342493645087
160,-0.028365158124313672
161,-0.07044803718941248
162,-0.019766335698718926
163,-0.027441883830315605
164,-0.03096112806578072
165,-0.02457887720202609
166,-0.02218009173223863
167,-0.023362822868690198
168,-0.03046678866696905
169,-0.03211499898865515
170,-0.03882708632368214
171,-0.032309659091489654
172,-0.052528318540402213
173,-0.013412452264859969
174,-0.05380473680300068
175,-0.07485302206965125
176,-0.05295305630686332
177,-0.07228342263142065
178,-0.055932914382036854
179,-0.05433793078005618
180,-0.05934801262480264
181,-0.05014748636595145
182,-0.059741934542829285
183,-0.06682099203332043
184,-0.07219046698312978
185,-0.05294205053538388
186,-0.06933904222535844
187,-0.059463853092522036
188,-0.06437812529846418
189,-0.07201940323967411
190,-0.07031365393717982
191,-0.06116136745074574
192,-0.06421964986211791
193,-0.06645021279703597
194,-0.05245497430275593
195,-0.0474997087932971
196,-0.07001884520167903
197,-0.06741895166472817
198,-0.06318485864191031
199,-0.08235348259307901
200,-0.07056862107307023
201,-0.05929586407253329
202,-0.08581689351751488
203,-0.058716207904246996
204,-0.07379491566395273
205,-0.07648919774599526
206,-0.07844188797990886
207,-0.08955103226424176
208,-0.060873174317637266
209,-0.10383430933959935
210,-0.066493173338929
211,-0.07933041033316024
212,-0.07948656762208865
213,-0.0958296071585952
214,-0.08832674992403813
215,-0.06439436879009008
216,-0.10120293431516204
217,-0.08842298990989826
218,-0.07932274994839515
219,-0.08583880624524792
220,-0.10337940594941682
221,-0.06519803322129408
222,-0.08979431900899021
223,-0.09390660319287254
224,-0.07786818126178517
225,-0.09295192017809165
226,-0.08205947282781102
227,-0.07810455567336508
228,-0.10465113794887249
229,-0.0657676936374331
230,-0.10038798731960813
231,-0.08640730421876117
232,-0.0829067387409052
233,-0.06860016504948845
234,-0.0837064149067262
235,-0.1091845837345689
236,-0.09609583966738107
237,-0.09780540135784113
238,-0.07768916924084936
239,-0.0921846409138216
240,-0.10127686468732296
241,-0.09263203409025256
242,-0.09793000555198107
243,-0.08935106361322866
244,-0.08794410779540028
245,-0.08983463150620156
246,-0.11275522410869598
247,-0.07366317537214075
248,-0.09566102381225447
249,-0.08903575490932075
250,-0.0917277993463284
251,-0.08282677851123166
252,-0.08237854918769123
253,-0.09450149012501446
254,-0.10600384057746554
255,-0.07885385907198093
256,-0.1139680399388379
257,-0.09736789708805023
258,-0.08681400958448648
259,-0.12624676623476708
260,-0.08973273073266051
261,-0.09514881387276918
262,-0.10660015943707252
263,-0.07230284402375015
264,-0.09279991474420744
265,-0.10474343653958366
266,-0.13451475778366534
267,-0.10479494262182591
268,-0.11422771068137823
269,-0.09535594499308844
270,-0.079251551126339
271,-0.0920500594609398
272,-0.10776982197956163
273,-0.1376697504132682
274,-0.13388618439131852
275,-0.11632485541382007
276,-0.09312296415470084
277,-0.11308784453122288
278,-0.09911237100177274
279,-0.10934214815687464
280,-0.11212003420164086
281,-0.1513610009807257
282,-0.11088646639480579
283,-0.0963392652267096
284,-0.09317423528706541
285,-0.11212117562298568
286,-0.11080000531498571
287,-0.11420519934130871
288,-0.10133497528161625
289,-0.12292103819092925
