episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25301,500,436.0,0.194748,97.374154,279.1498,55.38,0.28797,0,0.0,0.0,0.0,"{""NOOP"": 429, ""COMPACT_32KB"": 52, ""PARTITION_HOUR"": 3, ""PARTITION_REGION"": 2, ""COMPACT_64KB"": 6, ""COMPACT_128KB"": 5, ""REMOVE_PARTITION"": 1, ""PARTITION_EVENT_TYPE"": 2}"
2,25302,500,513.2,0.152024,76.012045,359.1344,63.346,0.185783,0,0.0,0.0,0.0,"{""NOOP"": 431, ""COMPACT_32KB"": 43, ""PARTITION_HOUR"": 1, ""PARTITION_REGION"": 4, ""COMPACT_64KB"": 11, ""COMPACT_128KB"": 3, ""PARTITION_EVENT_TYPE"": 5, ""REMOVE_PARTITION"": 2}"
3,25303,500,428.8,0.178875,89.437308,270.3873,55.744,0.233335,0,0.0,0.0,0.0,"{""NOOP"": 428, ""COMPACT_32KB"": 47, ""PARTITION_HOUR"": 3, ""PARTITION_REGION"": 3, ""COMPACT_64KB"": 6, ""COMPACT_128KB"": 7, ""REMOVE_PARTITION"": 3, ""PARTITION_EVENT_TYPE"": 3}"
4,25304,500,438.6,0.16753,83.765219,277.5911,56.494,0.198876,0,0.0,0.0,0.0,"{""NOOP"": 429, ""COMPACT_32KB"": 47, ""PARTITION_HOUR"": 3, ""COMPACT_64KB"": 6, ""PARTITION_REGION"": 4, ""COMPACT_128KB"": 6, ""REMOVE_PARTITION"": 2, ""PARTITION_EVENT_TYPE"": 3}"
5,25305,500,442.4,0.182345,91.172726,262.6763,55.546,0.236809,0,0.0,0.0,0.0,"{""NOOP"": 424, ""COMPACT_32KB"": 50, ""PARTITION_HOUR"": 2, ""PARTITION_REGION"": 4, ""COMPACT_64KB"": 7, ""COMPACT_128KB"": 7, ""REMOVE_PARTITION"": 1, ""PARTITION_EVENT_TYPE"": 5}"
