name_a,name_b,n,mean_a,mean_b,mean_diff,wilcoxon_p,permutation_p,cliffs_delta,rank_biserial,effect_label,wilcoxon_p_corr,permutation_p_corr,significant,protocol,metric,metric_label,higher_is_better
CompactOnlyRL_attentive_ppoclip,Threshold10_C128,25,0.12021200000000003,0.17096,-0.05074800000000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
CompactOnlyRL_attentive_ppoclip,Threshold10_C64,25,0.12021200000000003,0.127308,-0.007096,0.19081425666809082,0.2366381680915954,-0.0528,-0.3046153846153846,negligible,0.7632570266723633,0.7099145042747862,False,eval500,avg_global_reward,Global reward,True
CompactOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,25,0.12021200000000003,0.19432000000000002,-0.07410800000000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,MultiAgentRL_ddqn,25,0.18230800000000003,0.21049199999999998,-0.028184,0.0005564093589782715,0.000199990000499975,-0.4368,-0.7476923076923077,medium,0.004451274871826172,0.00199990000499975,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,0.18230800000000003,0.16752399999999998,0.014783999999999999,0.08513903617858887,0.062146892655367235,0.3328,0.39692307692307693,medium,0.5108342170715332,0.3728813559322034,False,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,0.18911333333333336,-0.10989333333333336,0.2990066666666667,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,Threshold10_C128,25,0.18230800000000003,0.17096,0.011347999999999994,0.12664812803268433,0.1471426428678566,0.224,0.35384615384615387,small,0.6332406401634216,0.5885705714714264,False,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,Threshold10_C64,25,0.18230800000000003,0.127308,0.05499999999999999,3.2782554626464844e-06,4.999750012499375e-05,0.76,0.9323076923076923,large,6.556510925292969e-05,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_attentive_ppoclip,WorkloadAwareThreshold,25,0.18230800000000003,0.19432000000000002,-0.012012,0.2751842737197876,0.11639418029098544,0.104,-0.2553846153846154,negligible,0.8255528211593628,0.5819709014549272,False,eval500,avg_global_reward,Global reward,True
MultiAgentRL_ddqn,MultiAgentRL_mlp_ppo,25,0.21049199999999998,0.16752399999999998,0.042968,1.1920928955078125e-07,4.999750012499375e-05,0.8432,0.9938461538461538,large,2.7418136596679688e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_ddqn,PartitionOnlyRL_attentive_ppoclip,15,0.20997333333333337,-0.10989333333333336,0.3198666666666667,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_ddqn,Threshold10_C128,25,0.21049199999999998,0.17096,0.039532,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_ddqn,Threshold10_C64,25,0.21049199999999998,0.127308,0.08318400000000001,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_ddqn,WorkloadAwareThreshold,25,0.21049199999999998,0.19432000000000002,0.016172000000000002,1.5079975128173828e-05,4.999750012499375e-05,0.7088,0.8892307692307693,large,0.00028651952743530273,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_mlp_ppo,PartitionOnlyRL_attentive_ppoclip,15,0.16395999999999997,-0.10989333333333336,0.27385333333333334,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_mlp_ppo,Threshold10_C128,25,0.16752399999999998,0.17096,-0.0034360000000000046,0.39571136236190796,0.504424778761062,-0.2,-0.2,small,0.8255528211593628,0.7099145042747862,False,eval500,avg_global_reward,Global reward,True
MultiAgentRL_mlp_ppo,Threshold10_C64,25,0.16752399999999998,0.127308,0.040216,5.960464477539063e-08,4.999750012499375e-05,0.9936,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
MultiAgentRL_mlp_ppo,WorkloadAwareThreshold,25,0.16752399999999998,0.19432000000000002,-0.026796,3.814697265625e-05,0.000199990000499975,-0.7088,-0.8584615384615385,large,0.0006866455078125,0.00199990000499975,True,eval500,avg_global_reward,Global reward,True
PartitionOnlyRL_attentive_ppoclip,Threshold10_C128,15,-0.10989333333333336,0.1710733333333333,-0.28096666666666664,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
PartitionOnlyRL_attentive_ppoclip,Threshold10_C64,15,-0.10989333333333336,0.12766,-0.23755333333333337,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
PartitionOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,15,-0.10989333333333336,0.19386,-0.30375333333333326,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00103759765625,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
Threshold10_C128,Threshold10_C64,25,0.17096,0.127308,0.043652,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
Threshold10_C128,WorkloadAwareThreshold,25,0.17096,0.19432000000000002,-0.023359999999999995,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
Threshold10_C64,WorkloadAwareThreshold,25,0.127308,0.19432000000000002,-0.067012,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_global_reward,Global reward,True
AlwaysCompact_C128,CompactOnlyRL_attentive_ppoclip,25,197.86029784000002,314.247394,-116.38709616,5.960464477539062e-07,4.999750012499375e-05,-0.8784,-0.9692307692307692,large,1.430511474609375e-05,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,MultiAgentRL_attentive_ppoclip,25,197.86029784000002,331.0700412,-133.20974336,5.960464477539063e-08,4.999750012499375e-05,-0.936,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,MultiAgentRL_ddqn,25,197.86029784000002,219.61888548,-21.758587639999995,8.803606033325195e-05,9.99950002499875e-05,-0.6832,-0.8276923076923077,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,MultiAgentRL_mlp_ppo,25,197.86029784000002,316.94588788,-119.08559003999999,5.960464477539063e-08,4.999750012499375e-05,-0.9904,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,PartitionOnlyRL_attentive_ppoclip,15,192.01260553333333,3642.394364066667,-3450.381758533333,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,Threshold10_C128,25,197.86029784000002,203.28293612000002,-5.42263828,0.16449612379074097,0.2256887155642218,-0.3088,-0.3230769230769231,small,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,Threshold10_C64,25,197.86029784000002,321.312022,-123.45172416000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,WorkloadAwareThreshold,25,197.86029784000002,323.64931684,-125.78901900000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_attentive_ppoclip,25,314.247394,331.0700412,-16.822647200000002,0.18172985315322876,0.3423828808559572,-0.0944,-0.31076923076923074,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_ddqn,25,314.247394,219.61888548,94.62850852000001,0.00028705596923828125,0.00014999250037498125,0.5776,0.7784615384615384,large,0.0037317276000976562,0.0019499025048747563,True,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,314.247394,316.94588788,-2.698493880000001,0.8948604464530945,0.8710064496775162,-0.0528,-0.033846153846153845,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,297.1486254,3642.394364066667,-3345.2457386666665,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,Threshold10_C128,25,314.247394,203.28293612000002,110.96445788000001,5.960464477539063e-08,4.999750012499375e-05,0.808,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,Threshold10_C64,25,314.247394,321.312022,-7.064628000000004,0.6528410911560059,0.7076646167691616,-0.0496,-0.1076923076923077,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
CompactOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,25,314.247394,323.64931684,-9.401922840000006,0.7711594104766846,0.6620668966551673,-0.0656,-0.07076923076923076,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,MultiAgentRL_ddqn,25,331.0700412,219.61888548,111.45115572000003,8.803606033325195e-05,9.99950002499875e-05,0.6608,0.8276923076923077,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,331.0700412,316.94588788,14.124153320000005,0.7914759516716003,0.5907704614769261,-0.0624,0.06461538461538462,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,344.7112180666667,3642.394364066667,-3297.683146,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,Threshold10_C128,25,331.0700412,203.28293612000002,127.78710508,5.960464477539063e-08,4.999750012499375e-05,0.872,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,Threshold10_C64,25,331.0700412,321.312022,9.7580192,0.936802864074707,0.6926153692315384,-0.1136,-0.021538461538461538,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_attentive_ppoclip,WorkloadAwareThreshold,25,331.0700412,323.64931684,7.420724360000006,0.9578450322151184,0.7809109544522774,-0.1136,0.015384615384615385,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_ddqn,MultiAgentRL_mlp_ppo,25,219.61888548,316.94588788,-97.3270024,2.980232238769531e-07,4.999750012499375e-05,-0.9264,-0.9815384615384616,large,7.450580596923828e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_ddqn,PartitionOnlyRL_attentive_ppoclip,15,214.4012898,3642.394364066667,-3427.993074266667,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_ddqn,Threshold10_C128,25,219.61888548,203.28293612000002,16.33594936,0.002255260944366455,0.0023498825058747065,0.5104,0.6738461538461539,large,0.02706313133239746,0.02819859007049648,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_ddqn,Threshold10_C64,25,219.61888548,321.312022,-101.69313652000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_ddqn,WorkloadAwareThreshold,25,219.61888548,323.64931684,-104.03043136000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_mlp_ppo,PartitionOnlyRL_attentive_ppoclip,15,317.2258985333334,3642.394364066667,-3325.1684655333333,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_mlp_ppo,Threshold10_C128,25,316.94588788,203.28293612000002,113.66295176000001,5.960464477539063e-08,4.999750012499375e-05,0.9808,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_mlp_ppo,Threshold10_C64,25,316.94588788,321.312022,-4.366134120000003,0.5601714849472046,0.7332133393330333,-0.0688,-0.13846153846153847,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
MultiAgentRL_mlp_ppo,WorkloadAwareThreshold,25,316.94588788,323.64931684,-6.703428959999999,0.39571136236190796,0.5895705214739263,-0.088,-0.2,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
PartitionOnlyRL_attentive_ppoclip,Threshold10_C128,15,3642.394364066667,204.32144553333333,3438.072918533333,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
PartitionOnlyRL_attentive_ppoclip,Threshold10_C64,15,3642.394364066667,314.88502426666673,3327.5093398000004,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
PartitionOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,15,3642.394364066667,328.7373656,3313.6569984666667,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.00140380859375,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
Threshold10_C128,Threshold10_C64,25,203.28293612000002,321.312022,-118.02908588000003,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
Threshold10_C128,WorkloadAwareThreshold,25,203.28293612000002,323.64931684,-120.36638072000001,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_latency_ms,Latency (ms),False
Threshold10_C64,WorkloadAwareThreshold,25,321.312022,323.64931684,-2.337294839999997,0.9578450322151184,0.7573121343932804,-0.0464,-0.015384615384615385,negligible,1.0,1.0,False,eval500,avg_latency_ms,Latency (ms),False
AlwaysCompact_C128,CompactOnlyRL_attentive_ppoclip,25,22.149280000000005,48.43392,-26.28464,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,MultiAgentRL_attentive_ppoclip,25,22.149280000000005,51.574799999999996,-29.425519999999995,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,MultiAgentRL_ddqn,25,22.149280000000005,37.3788,-15.22952,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,MultiAgentRL_mlp_ppo,25,22.149280000000005,61.56928,-39.42,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,PartitionOnlyRL_attentive_ppoclip,15,22.278000000000002,792.9797333333335,-770.7017333333333,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,Threshold10_C128,25,22.149280000000005,26.114079999999998,-3.9647999999999994,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,Threshold10_C64,25,22.149280000000005,46.768,-24.61872,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,WorkloadAwareThreshold,25,22.149280000000005,49.85416,-27.704880000000003,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_attentive_ppoclip,25,48.43392,51.574799999999996,-3.1408799999999997,0.0030878782272338867,0.025948702564871758,-0.2096,-0.6553846153846153,small,0.022278785705566406,0.12974351282435878,False,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_ddqn,25,48.43392,37.3788,11.055119999999999,0.007370948791503906,0.002849857507124644,0.2,0.6,small,0.04422569274902344,0.019949002549872506,True,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,48.43392,61.56928,-13.13536,0.0003764033317565918,0.000199990000499975,-0.4176,-0.7661538461538462,medium,0.003387629985809326,0.00199990000499975,True,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,48.403200000000005,792.9797333333335,-744.5765333333334,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,Threshold10_C128,25,48.43392,26.114079999999998,22.31984,5.960464477539063e-08,4.999750012499375e-05,0.9904,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,Threshold10_C64,25,48.43392,46.768,1.6659200000000005,0.3525196313858032,0.6169191540422979,0.0592,0.21846153846153846,negligible,1.0,1.0,False,eval500,avg_file_count,File count,False
CompactOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,25,48.43392,49.85416,-1.420239999999999,0.3809836506843567,0.6687165641717914,0.0336,-0.20615384615384616,negligible,1.0,1.0,False,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,MultiAgentRL_ddqn,25,51.574799999999996,37.3788,14.196,0.0027848482131958008,0.000599970001499925,0.232,0.6615384615384615,small,0.022278785705566406,0.0047997600119994,True,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,51.574799999999996,61.56928,-9.994480000000001,0.01597297191619873,0.01319934003299835,-0.312,-0.5446153846153846,small,0.07986485958099365,0.07919604019799009,False,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,52.324933333333334,792.9797333333335,-740.6548,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,Threshold10_C128,25,51.574799999999996,26.114079999999998,25.460719999999995,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,Threshold10_C64,25,51.574799999999996,46.768,4.806799999999999,0.20993918180465698,0.19734013299335032,0.1776,0.2923076923076923,small,0.8397567272186279,0.7893605319734013,False,eval500,avg_file_count,File count,False
MultiAgentRL_attentive_ppoclip,WorkloadAwareThreshold,25,51.574799999999996,49.85416,1.72064,0.5424043536186218,0.6389180540972952,-0.0864,0.14461538461538462,negligible,1.0,1.0,False,eval500,avg_file_count,File count,False
MultiAgentRL_ddqn,MultiAgentRL_mlp_ppo,25,37.3788,61.56928,-24.19048,5.960464477539063e-08,4.999750012499375e-05,-0.8944,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_ddqn,PartitionOnlyRL_attentive_ppoclip,15,37.8108,792.9797333333335,-755.1689333333335,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_ddqn,Threshold10_C128,25,37.3788,26.114079999999998,11.264720000000002,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_ddqn,Threshold10_C64,25,37.3788,46.768,-9.389199999999999,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_ddqn,WorkloadAwareThreshold,25,37.3788,49.85416,-12.47536,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_mlp_ppo,PartitionOnlyRL_attentive_ppoclip,15,62.24573333333334,792.9797333333335,-730.7340000000002,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_mlp_ppo,Threshold10_C128,25,61.56928,26.114079999999998,35.4552,5.960464477539063e-08,4.999750012499375e-05,1.0,1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_mlp_ppo,Threshold10_C64,25,61.56928,46.768,14.801280000000002,8.165836334228516e-06,9.99950002499875e-05,0.7408,0.9076923076923077,large,0.0001551508903503418,0.001799910004499775,True,eval500,avg_file_count,File count,False
MultiAgentRL_mlp_ppo,WorkloadAwareThreshold,25,61.56928,49.85416,11.715120000000002,0.00018787384033203125,0.00034998250087495624,0.68,0.796923076923077,large,0.0018787384033203125,0.003149842507874606,True,eval500,avg_file_count,File count,False
PartitionOnlyRL_attentive_ppoclip,Threshold10_C128,15,792.9797333333335,26.102533333333334,766.8772000000002,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
PartitionOnlyRL_attentive_ppoclip,Threshold10_C64,15,792.9797333333335,46.87293333333332,746.1068,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
PartitionOnlyRL_attentive_ppoclip,WorkloadAwareThreshold,15,792.9797333333335,50.10933333333333,742.8704,6.103515625e-05,6.103515625e-05,1.0,1.0,large,0.0010986328125,0.001799910004499775,True,eval500,avg_file_count,File count,False
Threshold10_C128,Threshold10_C64,25,26.114079999999998,46.768,-20.653920000000003,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
Threshold10_C128,WorkloadAwareThreshold,25,26.114079999999998,49.85416,-23.74008,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
Threshold10_C64,WorkloadAwareThreshold,25,46.768,49.85416,-3.08616,5.960464477539063e-08,4.999750012499375e-05,-0.9872,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_file_count,File count,False
AlwaysCompact_C128,CompactOnlyRL_attentive_ppoclip,25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,negligible,1.0,1.0,False,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,MultiAgentRL_attentive_ppoclip,25,0.0,0.22454684,-0.22454684,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,MultiAgentRL_ddqn,25,0.0,0.20444384,-0.20444384,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,MultiAgentRL_mlp_ppo,25,0.0,0.22084267999999999,-0.22084267999999999,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,PartitionOnlyRL_attentive_ppoclip,15,0.0,0.08016106666666666,-0.08016106666666666,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00115966796875,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,Threshold10_C128,25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,negligible,1.0,1.0,False,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,Threshold10_C64,25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,negligible,1.0,1.0,False,eval500,avg_partition_pruning_ratio,Pruning ratio,True
AlwaysCompact_C128,WorkloadAwareThreshold,25,0.0,0.24772531999999997,-0.24772531999999997,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_attentive_ppoclip,25,0.0,0.22454684,-0.22454684,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_ddqn,25,0.0,0.20444384,-0.20444384,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,MultiAgentRL_mlp_ppo,25,0.0,0.22084267999999999,-0.22084267999999999,5.960464477539063e-08,4.999750012499375e-05,-1.0,-1.0,large,2.1457672119140625e-06,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,PartitionOnlyRL_attentive_ppoclip,15,0.0,0.08016106666666666,-0.08016106666666666,6.103515625e-05,6.103515625e-05,-1.0,-1.0,large,0.00115966796875,0.001799910004499775,True,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,Threshold10_C128,25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,negligible,1.0,1.0,False,eval500,avg_partition_pruning_ratio,Pruning ratio,True
CompactOnlyRL_attentive_ppoclip,Threshold10_C64,25,0.0,0.0,0.0,1.0,1.0,0.0,0.0,negligible,1.0,1.0,False,eval500,avg_partition_pruning_ratio,Pruning ratio,True
