episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25301,500,478.6,0.187242,93.62096,250.2802,37.266,0.141479,2,1.665612,65.452171,0.0604,"{""NOOP"": 337, ""COMPACT_32KB"": 21, ""PARTITION_REGION"": 65, ""PARTITION_EVENT_TYPE"": 2, ""COMPACT_64KB"": 50, ""COMPACT_128KB"": 19, ""PARTITION_HOUR"": 5, ""REMOVE_PARTITION"": 1}"
2,25302,500,387.4,0.227112,113.555839,221.0035,38.566,0.260956,2,1.540451,111.610893,0.0252,"{""NOOP"": 375, ""COMPACT_32KB"": 10, ""PARTITION_REGION"": 30, ""COMPACT_64KB"": 55, ""PARTITION_HOUR"": 6, ""COMPACT_128KB"": 22, ""PARTITION_EVENT_TYPE"": 2}"
3,25303,500,383.7,0.197889,98.944394,223.0845,38.936,0.170062,2,1.016222,94.94849,0.02,"{""NOOP"": 335, ""COMPACT_32KB"": 9, ""PARTITION_REGION"": 73, ""COMPACT_64KB"": 58, ""PARTITION_HOUR"": 3, ""COMPACT_128KB"": 19, ""REMOVE_PARTITION"": 2, ""PARTITION_EVENT_TYPE"": 1}"
4,25304,500,416.9,0.191161,95.58056,217.9041,40.064,0.157884,3,1.653062,88.923996,0.02,"{""NOOP"": 236, ""COMPACT_32KB"": 5, ""PARTITION_REGION"": 185, ""COMPACT_64KB"": 51, ""PARTITION_HOUR"": 2, ""COMPACT_128KB"": 20, ""PARTITION_EVENT_TYPE"": 1}"
5,25305,500,399.3,0.219722,109.861136,227.3813,38.62,0.238777,2,1.614071,50.37332,0.02,"{""NOOP"": 347, ""COMPACT_32KB"": 13, ""PARTITION_REGION"": 62, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 52, ""COMPACT_128KB"": 21, ""PARTITION_EVENT_TYPE"": 3}"
