episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25101,500,474.1,0.17952,89.760112,250.4363,36.666,0.122433,1,0.880968,0.0,0.9791,"{""NOOP"": 391, ""COMPACT_64KB"": 26, ""PARTITION_EVENT_TYPE"": 5, ""COMPACT_32KB"": 31, ""REMOVE_PARTITION"": 8, ""PARTITION_REGION"": 6, ""COMPACT_128KB"": 29, ""PARTITION_HOUR"": 4}"
2,25102,500,422.1,0.184986,92.492978,207.9675,36.648,0.132101,1,2.947491,0.0,0.9586,"{""NOOP"": 385, ""COMPACT_64KB"": 27, ""PARTITION_REGION"": 10, ""COMPACT_32KB"": 34, ""COMPACT_128KB"": 28, ""PARTITION_EVENT_TYPE"": 9, ""REMOVE_PARTITION"": 6, ""PARTITION_HOUR"": 1}"
3,25103,500,388.3,0.214274,107.137205,206.0776,36.042,0.220885,1,3.527643,78.168518,0.9386,"{""NOOP"": 402, ""COMPACT_32KB"": 22, ""PARTITION_HOUR"": 6, ""COMPACT_128KB"": 27, ""COMPACT_64KB"": 29, ""REMOVE_PARTITION"": 2, ""PARTITION_EVENT_TYPE"": 9, ""PARTITION_REGION"": 3}"
4,25104,500,381.7,0.195061,97.53061,205.6319,35.674,0.155892,1,1.010524,50.411247,0.9175,"{""NOOP"": 397, ""COMPACT_128KB"": 27, ""PARTITION_REGION"": 7, ""COMPACT_32KB"": 29, ""COMPACT_64KB"": 25, ""PARTITION_HOUR"": 6, ""PARTITION_EVENT_TYPE"": 4, ""REMOVE_PARTITION"": 5}"
5,25105,500,406.7,0.178653,89.326675,210.203,37.228,0.100424,1,0.652313,45.000923,0.8959,"{""NOOP"": 393, ""COMPACT_128KB"": 29, ""PARTITION_REGION"": 8, ""COMPACT_64KB"": 32, ""REMOVE_PARTITION"": 6, ""COMPACT_32KB"": 23, ""PARTITION_EVENT_TYPE"": 6, ""PARTITION_HOUR"": 3}"
