episode,steps,time_sec,total_steps,avg_latency,avg_global_reward,total_global_reward,count,action_distribution
1,1000,1220.1,1000,430.22,0.171,170.9892,1000,"{'NOOP': 876, 'COMPACT_128KB': 124}"
