env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11001,1000,1609.5,1000,0.2124,212.3576,"{""NOOP"": 784, ""COMPACT_64KB"": 212, ""PARTITION_HOUR"": 2, ""PARTITION_REGION"": 1, ""PARTITION_EVENT_TYPE"": 1}",642.761024,92.562,0.295384,0.728637,1
