env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
45401,500,419.1,500,0.2091,104.5487,"{""NOOP"": 378, ""COMPACT_128KB"": 21, ""REMOVE_PARTITION"": 1, ""PARTITION_HOUR"": 34, ""COMPACT_32KB"": 23, ""COMPACT_64KB"": 32, ""PARTITION_EVENT_TYPE"": 11}",242.63952,38.474,0.21969,0.839865,1
