env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11004,1000,1004.2,1000,0.2378,237.8319,"{""NOOP"": 808, ""COMPACT_32KB"": 15, ""PARTITION_HOUR"": 8, ""COMPACT_128KB"": 98, ""REMOVE_PARTITION"": 34, ""PARTITION_REGION"": 6, ""COMPACT_64KB"": 30, ""PARTITION_EVENT_TYPE"": 1}",340.165174,52.482,0.247319,1.200549,1
