step,rule_delegation,oracle_delegation,action,agree,r_noop,r_compaction,r_partition,realised_reward,latency_ms,file_count,pruning
199,partition,compaction,COMPACT_32KB,0,0.07095833174239757,0.07158960305168516,0.07070266119491223,0.07260328255607969,290.844202041626,42,0.0
200,partition,partition,NOOP,1,0.06747269857983257,0.07052235906691778,0.07117554892162944,0.07153403509716656,282.27782249450684,43,0.0
201,partition,compaction,COMPACT_32KB,0,0.07070060483759101,0.07242145300133285,0.07070954076593573,0.07214483499748763,278.043270111084,43,0.0
202,partition,compaction,COMPACT_32KB,0,0.07121763546683572,0.07399615027405496,0.06720754940726542,0.07287362315155739,266.507625579834,43,0.0
203,partition,compaction,COMPACT_32KB,0,0.06969903526306152,0.07337906488374224,0.0707337718963623,0.07214507230714312,321.83122634887695,43,0.0
204,partition,compaction,COMPACT_32KB,0,0.07146178172718395,0.07163392470966685,0.07120850490223278,0.07103150294910777,308.68053436279297,44,0.0
205,partition,compaction,COMPACT_32KB,0,0.07024726835886638,0.07274082717895508,0.07084282366434734,0.07242706832885742,264.0237808227539,44,0.0
206,partition,partition,NOOP,1,0.06990656714969212,0.06910863803516734,0.07124248366885716,0.0695423255496555,341.4187431335449,45,0.0
207,partition,partition,NOOP,1,0.06969561386937681,0.06959417660453104,0.06985392380590025,0.06974483300084654,267.72379875183105,46,0.0
208,partition,compaction,COMPACT_32KB,0,0.06874895139653633,0.07178280692630344,0.06492557092626045,0.07179301600986057,269.106388092041,45,0.0
209,partition,compaction,COMPACT_32KB,0,0.07202764010222062,0.07257063251071508,0.06835727667601213,0.0720314965777927,286.47923469543457,45,0.0
210,partition,compaction,COMPACT_32KB,0,0.07253999789694082,0.0738097235361735,0.07120159705618154,0.07299717871348063,258.52322578430176,45,0.0
211,partition,compaction,COMPACT_32KB,0,0.07181800258470619,0.0722950201034546,0.07163228881670082,0.07333070829179553,266.7829990386963,45,0.0
212,partition,noop,NOOP,0,0.07211059587727423,0.06853921430836553,0.07202054517994756,0.07098002451191777,313.5983943939209,46,0.0
213,partition,compaction,COMPACT_32KB,0,0.07186837473524377,0.07229765950907832,0.06612462320936487,0.07228961049784785,266.65520668029785,46,0.0
214,partition,compaction,COMPACT_32KB,0,0.06978591232299805,0.07122319715748664,0.07029008655548095,0.0728589895165485,256.93798065185547,46,0.0
215,partition,compaction,COMPACT_32KB,0,0.07137318269445542,0.07231929837931758,0.07122739927007798,0.06925181924571162,453.4873962402344,46,0.0
216,partition,compaction,COMPACT_32KB,0,0.07147373243291327,0.07335524555703869,0.0715806727023835,0.07474759098550549,198.4257698059082,46,0.0
217,partition,noop,NOOP,0,0.07214253733208839,0.07144466707757179,0.0715792877440757,0.07204374144128028,269.8848247528076,47,0.0
218,partition,compaction,COMPACT_32KB,0,0.07089825331370037,0.07367775230407715,0.06675363241831463,0.07219255237579347,277.07648277282715,47,0.0
219,partition,partition,NOOP,1,0.06783208548227947,0.0656174275540291,0.06990670859018962,0.06982941805521647,341.17937088012695,48,0.0
220,partition,compaction,COMPACT_32KB,0,0.06891123513591532,0.07292894518831944,0.06836425523174053,0.0731162515924332,278.6450386047363,47,0.0
221,partition,noop,NOOP,0,0.07328395385742187,0.07179035682678223,0.07046354789733887,0.0700393154144287,372.56669998168945,48,0.0
222,partition,compaction,COMPACT_32KB,0,0.07016281687288868,0.07234235146840415,0.07169290625124561,0.07197513758341471,290.5893325805664,48,0.0
223,partition,compaction,COMPACT_32KB,0,0.07182415207843391,0.07258065242767335,0.07222152909259408,0.07286891956329347,273.0672359466553,48,0.0
224,partition,compaction,COMPACT_32KB,0,0.07145362741898517,0.07285105883280436,0.06739121801804523,0.07346660792032877,269.2594528198242,48,0.0
225,partition,noop,NOOP,0,0.07208103359767369,0.07026574791499547,0.07189762772151402,0.07199673355647496,288.81287574768066,49,0.0
226,partition,compaction,COMPACT_32KB,0,0.07037828731536866,0.0720154860048878,0.0691065721511841,0.07218495393091319,294.8474884033203,49,0.0
227,partition,compaction,COMPACT_32KB,0,0.07054181289672853,0.07146168372874358,0.06737858009338381,0.07258404872660734,292.4528121948242,49,0.0
228,partition,partition,NOOP,1,0.07104136562347413,0.06937522542525311,0.07258365726470947,0.0710610113143921,304.978609085083,50,0.0
229,partition,compaction,COMPACT_32KB,0,0.06959072912253586,0.07055946063995362,0.0680848487667009,0.07062524032592774,342.9079055786133,50,0.0
230,partition,compaction,COMPACT_32KB,0,0.07059706757863363,0.07195167922973633,0.07014407704671224,0.07032034301757813,379.31060791015625,50,0.0
231,partition,compaction,COMPACT_32KB,0,0.0705396707833982,0.07230156230926514,0.06683799822938209,0.07202967453002931,311.97452545166016,50,0.0
232,partition,compaction,COMPACT_32KB,0,0.07108583838144938,0.07255417633056642,0.0711199370066325,0.07258155632019045,299.807071685791,50,0.0
233,partition,compaction,COMPACT_32KB,0,0.0707346363142425,0.07138677311691584,0.07116056156906428,0.07146205139908136,302.0806312561035,51,0.0
234,partition,compaction,COMPACT_32KB,0,0.065351359470074,0.0717498389861163,0.07051918230790359,0.07067423263998593,358.77084732055664,51,0.0
235,partition,compaction,COMPACT_32KB,0,0.07063708212925837,0.07233334835650873,0.07066050437046931,0.07188675221087885,314.21446800231934,51,0.0
236,partition,compaction,COMPACT_32KB,0,0.07018925794454722,0.07275249990575455,0.07094972738119273,0.07226347002141617,320.5525875091553,51,0.0
237,partition,noop,NOOP,0,0.0715979332116934,0.07156071607149565,0.0705979437021109,0.07163171235598051,297.713041305542,52,0.0
238,partition,noop,NOOP,0,0.0703470171910412,0.06723902683258057,0.06932517423449822,0.07003540887652704,316.2655830383301,53,0.0
239,partition,compaction,COMPACT_32KB,0,0.06911918619650381,0.0721299316259531,0.06877339342611807,0.07221293467008152,299.4952201843262,52,0.0
240,partition,compaction,COMPACT_32KB,0,0.07124160400606552,0.07147283681722788,0.07070844284273545,0.07274747976156382,292.3109531402588,52,0.0
241,partition,partition,NOOP,1,0.07111175423028335,0.07129722957970962,0.07141104584100112,0.07136893158318863,306.08439445495605,53,0.0
242,partition,compaction,COMPACT_32KB,0,0.06499574252234566,0.0715167778231063,0.07009715148078072,0.07106815511955406,335.33692359924316,53,0.0
243,partition,compaction,COMPACT_32KB,0,0.06797747626834445,0.07011592777899976,0.06860497966342502,0.07075528057746168,365.7989501953125,53,0.0
244,partition,compaction,COMPACT_32KB,0,0.07019869713253446,0.07189946933242511,0.07026007084316678,0.06673696799728107,585.3216648101807,53,0.0
245,partition,partition,NOOP,1,0.07118493801399514,0.07115244633003519,0.07267483478828714,0.06705524689003275,517.4698829650879,54,0.0
246,partition,compaction,COMPACT_32KB,0,0.0698647535497492,0.0707776155895657,0.07004950887506659,0.07120150951809354,322.8158950805664,54,0.0
247,partition,partition,NOOP,1,0.06952410715276545,0.06680212406582303,0.07040348070318049,0.07179214971715754,235.34035682678223,55,0.0
248,partition,compaction,COMPACT_32KB,0,0.06907567443847658,0.07217771474343761,0.06864451351165772,0.07152034226876719,344.5239067077637,54,0.0
249,partition,partition,NOOP,1,0.07251809527657249,0.07058767249367454,0.07269057681343773,0.07075356414101341,326.13515853881836,55,0.0
250,partition,compaction,COMPACT_32KB,0,0.06715803021022251,0.07276688289642334,0.06923971527644567,0.07112151336669922,322.97706604003906,55,0.0
251,partition,partition,NOOP,1,0.0695638160433088,0.06301494529030541,0.06998241231100899,0.07001947686331612,321.6867446899414,56,0.0
252,partition,partition,NOOP,1,0.06429215243155498,0.06686564636230469,0.06862407496268291,0.06792938521201153,371.7844486236572,57,0.0
253,partition,compaction,COMPACT_32KB,0,0.06509225062008561,0.07091845387050084,0.06580255678768816,0.06927167767116002,395.42531967163086,56,0.0
254,partition,compaction,COMPACT_32KB,0,0.06521798849273147,0.07108011597224645,0.06860304117370071,0.07221752518245153,261.48438453674316,56,0.0
255,partition,compaction,COMPACT_32KB,0,0.0640017704813104,0.06946129469190325,0.0639167170374017,0.0701914754322597,377.4898052215576,56,0.0
256,partition,compaction,COMPACT_32KB,0,0.06932745527970163,0.06964224962506976,0.06855117869126169,0.0696263709477016,420.9275245666504,56,0.0
257,partition,noop,NOOP,0,0.07027190798374644,0.0697743522510194,0.06420240515324108,0.06907469862553112,400.4096984863281,57,0.0
258,partition,compaction,COMPACT_32KB,0,0.06880827663027007,0.07233690801587023,0.06977252719484527,0.06953279081311144,398.8192081451416,57,0.0
259,partition,compaction,COMPACT_32KB,0,0.07001841994976177,0.07117723168155604,0.06885246249889507,0.07074614228031093,354.2349338531494,57,0.0
260,partition,partition,NOOP,1,0.0682834349599378,0.06971723661093877,0.07007695779471562,0.07169721231131719,258.1639289855957,58,0.0
261,partition,compaction,COMPACT_32KB,0,0.06940086040496826,0.07088199736496498,0.06324700508117675,0.07023330809494545,353.6396026611328,58,0.0
262,partition,partition,NOOP,1,0.06835443439160363,0.0669226240881558,0.07097033443127648,0.06330807151471154,644.2520618438721,59,0.0
263,partition,compaction,COMPACT_32KB,0,0.06707026704152425,0.07226490371967184,0.06665538533528645,0.07002748840595113,390.8228874206543,58,0.0
264,partition,partition,NOOP,1,0.06775014464060466,0.06743545434272896,0.06808870379130046,0.0675522190729777,402.4951457977295,60,0.0
265,partition,compaction,COMPACT_32KB,0,0.06784436867510688,0.07045355569548527,0.06793197796618354,0.07169385205931583,281.1722755432129,59,0.0
266,partition,compaction,COMPACT_32KB,0,0.06926373545328776,0.0711534779661793,0.06990619723002116,0.07123565608202402,325.20127296447754,59,0.0
267,partition,noop,NOOP,0,0.07154204750061036,0.06771307849884034,0.06899336719512941,0.06799157524108888,432.4936866760254,60,0.0
268,partition,compaction,COMPACT_32KB,0,0.06266143666564443,0.06901456578572591,0.060542558301081434,0.07035733922322591,332.6711654663086,60,0.0
269,partition,partition,NOOP,1,0.06629228584727304,0.06644195302327474,0.0691142462964918,0.06774413101634043,414.02363777160645,61,0.0
270,partition,compaction,COMPACT_32KB,0,0.06957794905631774,0.07118829949696859,0.06636884451835387,0.07019133790334066,375.5934238433838,60,0.0
271,partition,noop,NOOP,0,0.06970315058348608,0.06906954367278052,0.06599293310759496,0.06920584757445289,377.6564598083496,61,0.0
272,partition,compaction,COMPACT_32KB,0,0.06883731942945912,0.07191511311140217,0.06883920293623402,0.07193609871473469,260.31994819641113,61,0.0
273,partition,compaction,COMPACT_32KB,0,0.06953709149514477,0.07070003752473926,0.06827816033517162,0.07033196215395068,359.5452308654785,61,0.0
274,partition,noop,NOOP,0,0.06979997551210465,0.06300786888368669,0.06243584072359147,0.06837282097108903,412.4269485473633,62,0.0
275,partition,compaction,COMPACT_32KB,0,0.06792999170091417,0.06883553744285338,0.06780452630784777,0.0689685368630194,397.89748191833496,62,0.0
276,partition,compaction,COMPACT_32KB,0,0.06793472026037793,0.06929161664901241,0.06785011504339795,0.07166484949050411,282.5195789337158,62,0.0
277,partition,partition,NOOP,1,0.06868814355759395,0.06845847970871699,0.06956593877701533,0.06917455083756222,361.54961585998535,63,0.0
278,partition,partition,NOOP,1,0.06823675022125245,0.06835307455214243,0.06853220806121826,0.0696349464416504,292.4671173095703,64,0.0
279,partition,noop,NOOP,0,0.06719311736180232,0.061283920387994684,0.06650128386570858,0.0665517761523907,405.3359031677246,65,0.0
280,partition,compaction,COMPACT_32KB,0,0.06707061716137509,0.06910827503204346,0.06645035692272763,0.058396872138977055,891.1397457122803,64,0.0
281,partition,partition,NOOP,1,0.0680662861603957,0.06874434337615967,0.06978720576946554,0.06817358882610616,351.4246940612793,65,0.0
282,partition,compaction,COMPACT_32KB,0,0.06694049133531976,0.0694308792114258,0.06380654587023186,0.06941140518188477,369.3976402282715,64,0.0
283,partition,compaction,COMPACT_32KB,0,0.0670939253293551,0.06917251453399659,0.06717258438697228,0.0687322078704834,413.9289855957031,64,0.0
284,partition,partition,NOOP,1,0.0676963030741765,0.06368172520857592,0.0681820380137517,0.06815415257673997,394.1304683685303,65,0.0
285,partition,compaction,COMPACT_32KB,0,0.0675538005886656,0.06803322924100436,0.06741132641416608,0.0683647407385019,402.6205539703369,65,0.0
286,partition,compaction,COMPACT_32KB,0,0.06408743026617802,0.06914705518575816,0.06799408080939091,0.06936649564596324,363.80553245544434,65,0.0
287,partition,compaction,COMPACT_32KB,0,0.06311904046607741,0.06901276206970215,0.06686531636787184,0.06949845886230469,376.1329650878906,65,0.0
288,partition,partition,NOOP,1,0.06781660967740145,0.06714315348538485,0.06868211680325595,0.0676713078585538,423.86913299560547,66,0.0
289,partition,partition,NOOP,1,0.06734765371066422,0.06874169746167733,0.06930084546786637,0.06748858293277116,387.9702091217041,67,0.0
290,partition,compaction,COMPACT_32KB,0,0.06694321264379165,0.07083189493815105,0.06552394022100112,0.06859674936930339,410.51673889160156,66,0.0
291,partition,compaction,COMPACT_32KB,0,0.06746666892037463,0.06831094725594591,0.06418759806618762,0.0684259651468761,370.6507682800293,67,0.0
292,partition,compaction,COMPACT_32KB,0,0.06733577051723705,0.06856688739434996,0.06643663683498607,0.06370897056237974,624.8998641967773,67,0.0
293,partition,compaction,COMPACT_32KB,0,0.0679022648418651,0.06915857761439993,0.06456659818537096,0.06859637706813529,398.9243507385254,67,0.0
294,partition,partition,NOOP,1,0.06831023745817297,0.06948350790507758,0.0694947391061222,0.0683164411096012,370.16797065734863,68,0.0
295,partition,noop,NOOP,0,0.06899872484621794,0.06848512449825511,0.06726006689486297,0.0673157328647116,380.0084590911865,69,0.0
296,partition,noop,NOOP,0,0.06635856028965542,0.06271576709747315,0.06624516364506314,0.0678973424094064,305.94682693481445,70,0.0
297,partition,compaction,COMPACT_32KB,0,0.06545900208379182,0.06631572299284094,0.06524611336614045,0.06845250182432287,405.55548667907715,68,0.0
298,partition,compaction,COMPACT_32KB,0,0.06807986910999685,0.06827852301878089,0.06709354098499686,0.07093680911344641,294.1575050354004,68,0.0
299,partition,compaction,COMPACT_32KB,0,0.06854893707054249,0.07026120208519093,0.0679074861885845,0.0684194376351177,378.3307075500488,69,0.0
300,partition,compaction,COMPACT_32KB,0,0.06733454309191023,0.06847570898083673,0.06758364282335555,0.06320645334271417,655.8043956756592,69,0.0
301,partition,noop,NOOP,0,0.0652688990910848,0.0626523325783866,0.059445096143086754,0.06565898526509603,397.46999740600586,72,0.0
302,partition,compaction,COMPACT_32KB,0,0.06116396643403289,0.069777587143804,0.06120207525971649,0.06521343537988798,524.5814323425293,71,0.0
303,partition,compaction,COMPACT_32KB,0,0.06480271445609428,0.06921272915734186,0.0653770791182647,0.0692187945259942,301.0547161102295,72,0.0
304,partition,compaction,COMPACT_32KB,0,0.06282259492372212,0.06822358451419407,0.06331776647065815,0.06651245914035374,476.85813903808594,72,0.0
305,partition,compaction,COMPACT_32KB,0,0.06320983688956813,0.0679340792303216,0.06428157608634548,0.06750031000424739,411.9281768798828,73,0.0
306,partition,compaction,COMPACT_32KB,0,0.06489956632915297,0.06718107793653334,0.06488069788280287,0.06623025987470472,449.0783214569092,74,0.0
307,partition,compaction,COMPACT_32KB,0,0.06331359608479036,0.06496875158945721,0.06363761170216096,0.06624957434336345,434.72790718078613,75,0.0
308,partition,compaction,COMPACT_32KB,0,0.0578370339026818,0.06632733398236727,0.06623673025277946,0.06575854354657626,436.51843070983887,76,0.0
309,partition,compaction,COMPACT_32KB,0,0.06371041024365004,0.06809447701772053,0.0576758214298683,0.06838987763722737,391.53313636779785,75,0.0
310,partition,compaction,COMPACT_32KB,0,0.06404099347802658,0.06763892226972079,0.06453152063104171,0.0649619441584537,550.9638786315918,76,0.0
311,partition,noop,NOOP,0,0.06643439006805421,0.06139469777887519,0.06436644268035889,0.05799709033966065,731.9581508636475,80,0.0
312,partition,partition,NOOP,1,0.05969967154548282,0.05899995500124418,0.06089853076026554,0.06060244349525089,443.80998611450195,84,0.0
313,partition,compaction,COMPACT_32KB,0,0.056643598140369775,0.06749811590145796,0.06001408344615591,0.06957393623743302,332.7775001525879,78,0.0
314,partition,partition,NOOP,1,0.06622489047815772,0.0661060377724563,0.06740952564051123,0.06414297653009862,480.21507263183594,81,0.0
315,partition,compaction,COMPACT_32KB,0,0.06240558254605249,0.0677408563444886,0.06201051342373804,0.06809539907672738,411.5283489227295,79,0.0
316,partition,compaction,COMPACT_32KB,0,0.062431763857886916,0.0655502030455036,0.06345059797196162,0.06885182352890204,319.52571868896484,81,0.0
317,partition,compaction,COMPACT_32KB,0,0.06388246240944698,0.06601892863948171,0.061604182151268276,0.06819890891749684,351.37391090393066,82,0.0
318,partition,compaction,COMPACT_32KB,0,0.06368083886539234,0.06435458354949952,0.06032297543918385,0.06741287879943848,423.8390922546387,82,0.0
319,partition,compaction,COMPACT_32KB,0,0.0621075604727102,0.06642320211939065,0.06328971131346947,0.0667821555953428,438.1728172302246,83,0.0
320,partition,compaction,COMPACT_32KB,0,0.06456765208577,0.06872051368895031,0.0636546758208164,0.06528572689238049,491.21952056884766,84,0.0
321,partition,compaction,COMPACT_32KB,0,0.06219350209825496,0.06445085121603575,0.062176908165149494,0.06641846729727353,431.34427070617676,85,0.0
322,partition,compaction,COMPACT_32KB,0,0.06223090161217584,0.06523454965990644,0.06022878159417047,0.06569588961046796,462.44096755981445,86,0.0
323,partition,compaction,COMPACT_32KB,0,0.06253769705030654,0.0678009113289844,0.054888776037428116,0.0654150470711719,459.611177444458,87,0.0
324,partition,compaction,COMPACT_32KB,0,0.0599286035206007,0.06571126315376977,0.05191914116403332,0.06496764991066674,474.7648239135742,88,0.0
325,partition,compaction,COMPACT_32KB,0,0.06292144806201642,0.06500177421355516,0.06189590961749738,0.06335018672728808,538.2704734802246,89,0.0
326,partition,compaction,COMPACT_32KB,0,0.06108543879326355,0.0643533228768243,0.06048699862297546,0.06427289475335017,489.901065826416,90,0.0
327,partition,compaction,COMPACT_32KB,0,0.06050006876493755,0.06679482615824497,0.06024064074064556,0.06409084475870884,583.8167667388916,89,0.0
328,partition,partition,NOOP,1,0.060021599263016895,0.05430059051513673,0.06232012125856133,0.058610151737992486,704.3895721435547,93,0.0
329,partition,compaction,COMPACT_32KB,0,0.06034325796763102,0.0637871398967701,0.059977252070109045,0.0654905262035328,479.05731201171875,91,0.0
330,partition,compaction,COMPACT_32KB,0,0.061290194574991866,0.06570825860396677,0.06160569388071697,0.06529310033217722,481.2610149383545,92,0.0
331,partition,compaction,COMPACT_32KB,0,0.06114797760874955,0.06457447787869361,0.061521403092453165,0.06516186019528297,482.1751117706299,93,0.0
332,partition,compaction,COMPACT_32KB,0,0.06170665491831672,0.06482834812326635,0.05471539248240363,0.06453948970957006,501.30438804626465,94,0.0
333,partition,compaction,COMPACT_32KB,0,0.06197919309966418,0.06494818764950368,0.06128041208617541,0.06558641988064381,480.2708625793457,94,0.0
334,partition,partition,NOOP,1,0.05612853156887756,0.054099229360881615,0.06487072574459776,0.06491013156735168,370.71919441223145,98,0.0
335,partition,compaction,COMPACT_32KB,0,0.058132111925291795,0.0677799753189087,0.05087724913995244,0.0648943904876709,497.3874092102051,96,0.0
336,partition,compaction,COMPACT_32KB,0,0.06110824894102494,0.06434432340995554,0.06109697174223344,0.06403638197318796,533.9963436126709,97,0.0
337,partition,compaction,COMPACT_32KB,0,0.05311564080481436,0.06459259451262805,0.060664797947453525,0.06441662729613634,512.437105178833,98,0.0
338,partition,compaction,COMPACT_32KB,0,0.060558188231014526,0.06354482479673444,0.06067648199322156,0.06438972778898297,507.83324241638184,99,0.0
339,partition,compaction,COMPACT_32KB,0,0.06280289831895096,0.06407537937164308,0.06031063738602859,0.06448428630828859,500.43320655822754,100,0.0
340,partition,partition,NOOP,1,0.06207044825137241,0.06300595276332138,0.06460962996066197,0.061958696694975925,522.1347808837891,103,0.0
341,partition,compaction,COMPACT_32KB,0,0.056664069260491265,0.06342113569297043,0.05845401581658257,0.062399712353126684,576.1878490447998,102,0.0
342,partition,compaction,COMPACT_32KB,0,0.060392841900519606,0.0627117821461946,0.06002550562732624,0.06330543963978591,516.9734954833984,103,0.0
343,partition,partition,NOOP,1,0.061204438087175475,0.06310810136887635,0.06371638285798846,0.057470683929155456,708.9800834655762,106,0.0
344,partition,compaction,COMPACT_32KB,0,0.05598513563313616,0.061712128551189724,0.05808775385060442,0.06591014567155104,389.0373706817627,104,0.0
345,partition,compaction,COMPACT_32KB,0,0.05947318776506898,0.06327776373000374,0.05966599686998841,0.061723365193321604,595.6261157989502,105,0.0
346,partition,compaction,COMPACT_32KB,0,0.06298444099951228,0.0660887196858724,0.06032703705358943,0.06396807225545248,512.415885925293,105,0.0
347,partition,compaction,COMPACT_32KB,0,0.05093687800661141,0.06271911779799552,0.060687220375691,0.06041560331740469,677.4475574493408,106,0.0
348,partition,noop,NOOP,0,0.05939766360102473,0.05472507202825814,0.05595964861689388,0.059376735218151205,565.6383037567139,111,0.0
349,partition,compaction,COMPACT_32KB,0,0.05564084015550285,0.060374591205738216,0.05544070206346184,0.061595389698169856,603.9848327636719,108,0.0
350,partition,compaction,COMPACT_32KB,0,0.06004690247956697,0.06087354270165119,0.05741061765138093,0.058842764770437817,724.4961261749268,109,0.0
351,partition,compaction,COMPACT_32KB,0,0.05665400319901188,0.06075090499667947,0.058657873209387854,0.06100969882755105,641.5770053863525,109,0.0
352,partition,partition,NOOP,1,0.059940493850370424,0.05334450626373291,0.0602698786541424,0.05806598022427179,659.775972366333,113,0.0
353,partition,compaction,COMPACT_32KB,0,0.05689144253811595,0.06202322517773053,0.055764580965850324,0.04405363117596051,1471.5571403503418,111,0.0
354,partition,noop,NOOP,0,0.0581565027939646,0.057544277512490215,0.051871297906574465,0.057432406495746824,709.2561721801758,114,0.0
355,partition,compaction,COMPACT_32KB,0,0.05505593601515314,0.05990381519857761,0.04500318828871271,0.05472978301259269,917.1919822692871,113,0.0
356,partition,compaction,COMPACT_32KB,0,0.05770740208461367,0.06410002945250115,0.05347182926967226,0.05881553658602531,695.0888633728027,114,0.0
357,partition,compaction,COMPACT_32KB,0,0.05112681209111619,0.059243449666207294,0.05599201976323533,0.05247013519019411,1036.2844467163086,114,0.0
358,partition,compaction,COMPACT_32KB,0,0.05818821595616701,0.061841279029846194,0.056556531652883324,0.05807109948863154,752.3317337036133,115,0.0
359,partition,compaction,COMPACT_32KB,0,0.05863037131681281,0.06082944043258141,0.05624741099729377,0.059904733973536,641.2310600280762,116,0.0
360,partition,compaction,COMPACT_32KB,0,0.06064806243329009,0.061263920128651166,0.05774023314862212,0.04113929873735478,1574.3827819824219,117,0.0
361,partition,compaction,COMPACT_32KB,0,0.055581439257850335,0.05794690501972781,0.0522189409744641,0.05860760104939089,692.230224609375,118,0.0
362,partition,compaction,COMPACT_32KB,0,0.05672330162079353,0.06125208763833774,0.04689674160034676,0.059321664855439785,689.7821426391602,118,0.0
363,partition,compaction,COMPACT_32KB,0,0.05779491083098621,0.06006404209136963,0.055828415317070196,0.05550811100006103,835.9248638153076,120,0.0
364,partition,compaction,COMPACT_32KB,0,0.06001886429515311,0.06019938755035401,0.055182352683214635,0.062307098388671885,518.280029296875,120,0.0
365,partition,partition,NOOP,1,0.05892135057681945,0.04939808647218816,0.05919855985874084,0.05963053617710021,561.180591583252,123,0.0
366,partition,compaction,COMPACT_32KB,0,0.060107921890985405,0.06103316928453683,0.05697219782329742,0.061130690286179214,578.4769058227539,121,0.0
367,partition,compaction,COMPACT_32KB,0,0.050844816872381404,0.06437544558165503,0.06028296441724224,0.06122784826872779,558.455228805542,122,0.0
368,partition,compaction,COMPACT_32KB,0,0.05920330094837007,0.060485149240881456,0.058568320746648875,0.055909915781408796,812.1185302734375,123,0.0
369,partition,partition,NOOP,1,0.051091377185639886,0.05939709803673529,0.0619314831960769,0.052597438739594965,892.9891586303711,126,0.0
370,partition,partition,NOOP,1,0.05126895398360033,0.053048310470581055,0.05595617741804857,0.05286464184981127,770.8618640899658,130,0.0
371,partition,compaction,COMPACT_32KB,0,0.05409315333010546,0.06355659656524659,0.049525115343350086,0.054540561676025404,880.4121017456055,125,0.0
372,partition,compaction,COMPACT_32KB,0,0.05667265192224073,0.056999713446602,0.05569646612359572,0.05515256974356515,839.7536277770996,126,0.0
373,partition,compaction,COMPACT_32KB,0,0.05338057708740235,0.06034186362919845,0.05681295108795167,0.06075395106968917,546.8165874481201,127,0.0
374,partition,compaction,COMPACT_32KB,0,0.060480606032862816,0.060745546531677255,0.04572735495711819,0.05953497142791749,603.5678386688232,128,0.0
375,partition,partition,NOOP,1,0.047679161999243824,0.05800278873443604,0.058332042667883964,0.05624497887851629,682.2249889373779,131,0.0
376,partition,compaction,COMPACT_32KB,0,0.05900955068104303,0.06272705971473871,0.05196630345814264,0.0574845168638599,705.3520679473877,129,0.0
377,partition,compaction,COMPACT_32KB,0,0.05492326918293659,0.058448686403082324,0.05750222864796345,0.06370685483799424,415.8766269683838,129,0.0
378,partition,compaction,COMPACT_32KB,0,0.04964926971891033,0.057604982116932185,0.051286070484901546,0.05645502732109478,737.5962734222412,131,0.0
379,partition,compaction,COMPACT_32KB,0,0.04285032938788919,0.06010676028273488,0.05667307089637308,0.05932491423628712,624.0406036376953,131,0.0
380,partition,compaction,COMPACT_32KB,0,0.05578609123229981,0.05725277812264182,0.055328246498107914,0.0600812044837258,582.7624797821045,132,0.0
381,partition,partition,NOOP,1,0.05701618576049806,0.055740020641527686,0.05742758178710938,0.05702013397216797,652.1244049072266,135,0.0
382,partition,compaction,COMPACT_32KB,0,0.05387873522164166,0.05964141489760322,0.05851705423714459,0.04641266839737283,1267.1241760253906,133,0.0
383,partition,noop,NOOP,0,0.06008332105524401,0.0596093674161541,0.044157556017707385,0.05713860364801745,647.5279331207275,136,0.0
384,partition,noop,NOOP,0,0.05331230829387692,0.051678295418068225,0.05103656480937985,0.05407791326671628,668.3003902435303,141,0.0
385,partition,compaction,COMPACT_32KB,0,0.051970348478343385,0.05813132026896758,0.05123931419947375,0.05758339089786305,677.7305603027344,136,0.0
386,partition,compaction,COMPACT_32KB,0,0.04282215612672216,0.06187200654579776,0.057338113959058586,0.05724567521645206,678.7447929382324,137,0.0
387,partition,noop,NOOP,0,0.056719620159694124,0.04655956606342845,0.054733502796718056,0.05644393198830741,639.4975185394287,140,0.0
388,partition,partition,NOOP,1,0.05156514815626474,0.04611095148998759,0.05604242495832773,0.05305947951612802,680.0673007965088,145,0.0
389,partition,compaction,COMPACT_32KB,0,0.049556637446085613,0.06025686693122918,0.045545054117838546,0.055730297105089366,757.9574584960938,139,0.0
390,partition,compaction,COMPACT_32KB,0,0.05902187678914675,0.06138515772138324,0.060242136455589616,0.058226817267281676,618.0434226989746,140,0.0
391,partition,compaction,COMPACT_32KB,0,0.05563077507019043,0.061240331023466515,0.04370462951660156,0.05855085024191134,591.9528007507324,141,0.0
392,partition,compaction,COMPACT_32KB,0,0.05502457010190781,0.057193101006365855,0.05388228284757432,0.04527354057393177,1281.3794612884521,141,0.0
393,partition,compaction,COMPACT_32KB,0,0.05579285130696755,0.05721418652567831,0.05541847214894753,0.056528184748029384,683.098554611206,143,0.0
394,partition,partition,NOOP,1,0.041888073003614266,0.046081395933511377,0.05415790370734962,0.05352642349036964,704.1354179382324,148,0.0
395,partition,compaction,COMPACT_32KB,0,0.05267148063609143,0.05679828489091662,0.0407738785547926,0.06138985585106743,448.44937324523926,144,0.0
396,partition,compaction,COMPACT_32KB,0,0.0547051477265838,0.05777847395272091,0.054199013693380683,0.044241362670372285,1299.7040748596191,145,0.0
397,partition,compaction,COMPACT_32KB,0,0.04224863115946452,0.06130445688326065,0.05507871691385906,0.057087677657767524,652.634859085083,146,0.0
398,partition,partition,NOOP,1,0.05008366042271557,0.0235293259367651,0.05249988967076245,0.04885770255223217,989.046573638916,149,0.0
399,partition,compaction,COMPACT_32KB,0,0.053502063560485855,0.05611678284310006,0.0504996774673462,0.05540115517281197,706.1405181884766,148,0.0
