step,rule_delegation,oracle_delegation,action,agree,r_noop,r_compaction,r_partition,realised_reward,latency_ms,file_count,pruning
57,partition,compaction,COMPACT_32KB,0,0.06632122898101808,0.07329229666392009,0.06641325855255127,0.07305313209957548,159.44314002990723,9,0.0
58,partition,compaction,COMPACT_32KB,0,0.06772272491455078,0.07430287937588162,0.06649218463897705,0.0744323327170478,160.41922569274902,9,0.0
59,partition,compaction,COMPACT_32KB,0,0.06868411922454834,0.07732371111975778,0.06901455783843995,0.07482827339172364,205.74331283569336,9,0.0
60,partition,partition,NOOP,1,0.07011291885375978,0.06997362518310549,0.07017841720581056,0.07007662677764893,147.7525234222412,10,0.0
61,partition,compaction,COMPACT_32KB,0,0.06480401606126265,0.07108627700805664,0.06455513090653853,0.07053550148010254,166.25165939331055,10,0.0
62,partition,compaction,COMPACT_32KB,0,0.06511335202997381,0.0719189395904541,0.06641606160944159,0.07146363162994385,167.11688041687012,10,0.0
63,partition,compaction,COMPACT_32KB,0,0.0665840556751598,0.07348834419250488,0.06770809437144887,0.07262128734588624,163.34176063537598,10,0.0
64,partition,compaction,COMPACT_32KB,0,0.06757104486985639,0.07396685028076172,0.06796804995103316,0.07488873863220215,91.18318557739258,10,0.0
65,partition,compaction,COMPACT_32KB,0,0.06820119384418835,0.0748132553100586,0.06796805862079967,0.07487983131408692,140.9449577331543,10,0.0
66,partition,compaction,COMPACT_32KB,0,0.07067226716821844,0.07726793193817139,0.06960791417902167,0.07558750057220459,169.8315143585205,10,0.0
67,partition,noop,NOOP,0,0.0703577276056463,0.0699191232507879,0.07033516843969172,0.07034370859319514,147.11666107177734,11,0.0
68,partition,compaction,COMPACT_32KB,0,0.06618576094309489,0.07150912201621316,0.06632753893534343,0.07156028664328837,142.81463623046875,11,0.0
69,partition,compaction,COMPACT_32KB,0,0.06720291817982992,0.07239037777293812,0.06643934930165608,0.07207778240550648,157.12594985961914,11,0.0
70,partition,compaction,COMPACT_32KB,0,0.06841058775583904,0.07339155764146285,0.06768874212900798,0.07330645781430331,155.11822700500488,11,0.0
71,partition,compaction,COMPACT_32KB,0,0.06803636436462403,0.07474487828341397,0.06829984550476075,0.07472818898287686,143.66579055786133,11,0.0
72,partition,compaction,COMPACT_32KB,0,0.0696285633722941,0.07589348189614037,0.07077548548380533,0.07641592852852562,110.21542549133301,11,0.0
73,partition,noop,NOOP,0,0.0704894022623698,0.0704196886698405,0.0701452927271525,0.07053118273417155,143.1593894958496,12,0.0
74,partition,compaction,COMPACT_32KB,0,0.06595572769458478,0.07145311082204184,0.06662200748737042,0.07023892606099448,203.2179832458496,12,0.0
75,partition,compaction,COMPACT_32KB,0,0.06610194834195651,0.07027495905558269,0.06556905420743502,0.07216807409922282,151.95202827453613,12,0.0
76,partition,compaction,COMPACT_32KB,0,0.06755853840754583,0.07329817339579264,0.06799393364832952,0.07352975889841716,136.12914085388184,12,0.0
77,partition,compaction,COMPACT_32KB,0,0.06886009147350605,0.07504994595845542,0.07000677039806659,0.07445963109334311,137.06493377685547,12,0.0
78,partition,compaction,COMPACT_32KB,0,0.06827970802600568,0.07546425228118897,0.06970956623370832,0.07493130092620849,162.05525398254395,12,0.0
79,partition,compaction,COMPACT_32KB,0,0.07046956213437595,0.07121845396482028,0.06999454172574558,0.07130703600369968,110.44597625732422,13,0.0
80,partition,compaction,COMPACT_32KB,0,0.06595215595790319,0.07206416464585526,0.06665900028773716,0.07167461656423717,144.56892013549805,13,0.0
81,partition,compaction,COMPACT_32KB,0,0.06748396195002965,0.07372374685727634,0.0675328043801444,0.07260642679654636,142.21715927124023,13,0.0
82,partition,compaction,COMPACT_32KB,0,0.06797927859170097,0.07330875731248122,0.06773083689553398,0.07442020750779373,86.69376373291016,13,0.0
83,partition,compaction,COMPACT_32KB,0,0.06902347363063267,0.07394323610159068,0.0690805748803275,0.07416743539663462,144.744873046875,13,0.0
84,partition,compaction,COMPACT_32KB,0,0.07056853978293283,0.07509837228334867,0.069984094783238,0.07485919553316557,158.15162658691406,13,0.0
85,partition,compaction,COMPACT_32KB,0,0.07115848952702114,0.07157394343784879,0.07021228248051235,0.07037661963871548,156.16631507873535,14,0.0
86,partition,compaction,COMPACT_32KB,0,0.06666612402598063,0.07178481377192907,0.06609857813517252,0.0723527220589774,89.5681381225586,14,0.0
87,partition,compaction,COMPACT_32KB,0,0.06673071797688802,0.0709702485220773,0.06735338147481283,0.07304589478628976,92.26083755493164,14,0.0
88,partition,compaction,COMPACT_32KB,0,0.06763679758707683,0.07325264797210694,0.06798856512705485,0.07247632097516743,154.39605712890625,14,0.0
89,partition,compaction,COMPACT_32KB,0,0.0684591096242269,0.07321433410644532,0.06855429108937582,0.07367383550916401,125.41937828063965,14,0.0
90,partition,compaction,COMPACT_32KB,0,0.06982145404815673,0.07394416403089252,0.06969946479797363,0.07403409551892963,144.0274715423584,14,0.0
91,partition,compaction,COMPACT_32KB,0,0.07115283107757568,0.07550327031271799,0.07043254470825196,0.07601486889975412,90.22021293640137,14,0.0
92,partition,compaction,COMPACT_32KB,0,0.0704869883855184,0.07066792424519858,0.06922542985280355,0.07054705556233724,150.4344940185547,15,0.0
93,partition,compaction,COMPACT_32KB,0,0.06760300483703613,0.0711062313715617,0.06702681865692138,0.07139948145548504,145.29895782470703,15,0.0
94,partition,compaction,COMPACT_32KB,0,0.06622472610473634,0.07196952120463054,0.06763439502716065,0.07250622049967449,119.86923217773438,15,0.0
95,partition,compaction,COMPACT_32KB,0,0.06865328636169434,0.07309118207295737,0.06715993251800537,0.07257991250356038,145.41029930114746,15,0.0
96,partition,compaction,COMPACT_32KB,0,0.06810081329345703,0.0727121187845866,0.06871208515167236,0.07429612890879314,96.62747383117676,15,0.0
97,partition,compaction,COMPACT_32KB,0,0.0693134340286255,0.07314906692504884,0.06929876174926758,0.07322989241282146,176.88632011413574,15,0.0
98,partition,compaction,COMPACT_32KB,0,0.06990693893432617,0.07443482812245689,0.06988696899414062,0.07440408325195313,146.04949951171875,15,0.0
99,partition,compaction,COMPACT_32KB,0,0.07046465244293214,0.07624250189463297,0.06956222858428956,0.07562529341379803,122.48492240905762,15,0.0
100,partition,noop,NOOP,0,0.07133651103973389,0.07108565177917481,0.0706682762145996,0.07112417068481446,162.61005401611328,16,0.0
101,partition,compaction,COMPACT_32KB,0,0.06781870637781481,0.0725110610961914,0.06917392049677233,0.07178496208190918,185.58931350708008,16,0.0
102,partition,compaction,COMPACT_32KB,0,0.06866793316111845,0.07370686378479004,0.0694923226188211,0.07349587287902833,147.88007736206055,16,0.0
103,partition,compaction,COMPACT_32KB,0,0.07023146481233485,0.07441759910583497,0.07049474568086513,0.07412889804840089,162.20545768737793,16,0.0
104,partition,compaction,COMPACT_32KB,0,0.06923798356897691,0.07545254077911377,0.07147412572748521,0.07554196681976319,148.19073677062988,16,0.0
105,partition,partition,NOOP,1,0.07083277526182287,0.072010615494672,0.07201848330778235,0.07212616744321936,166.50843620300293,17,0.0
106,partition,compaction,COMPACT_32KB,0,0.0696490450753106,0.07224043473636403,0.0691523238076104,0.07141363725101246,254.20331954956055,17,0.0
107,partition,compaction,COMPACT_32KB,0,0.07109373556772867,0.07450254712946275,0.07165010916392009,0.07526625429041246,139.84107971191406,17,0.0
108,partition,compaction,COMPACT_32KB,0,0.07200762047237821,0.07609822321499096,0.07199657692379423,0.07529212523067699,211.3947868347168,17,0.0
109,partition,noop,NOOP,0,0.0727137537850274,0.07220012387169732,0.07259302338494195,0.07271187981499566,172.84011840820312,18,0.0
110,partition,compaction,COMPACT_32KB,0,0.06992043953945762,0.07369899048275419,0.07072795373013145,0.07427784695095488,141.5557861328125,18,0.0
111,partition,compaction,COMPACT_32KB,0,0.07076553652913947,0.07563083900875517,0.0709444696727552,0.0737818886227078,218.61505508422852,18,0.0
112,partition,compaction,COMPACT_32KB,0,0.07182424727992007,0.07637505836486817,0.07258043471888492,0.07714182682037354,113.50131034851074,18,0.0
113,partition,partition,NOOP,1,0.07342683071337248,0.07326104873858,0.07379429573259856,0.0733286117955258,176.4211654663086,19,0.0
114,partition,compaction,COMPACT_32KB,0,0.0713982276916504,0.07552485899674265,0.070720947265625,0.07277996496903269,253.02696228027344,19,0.0
115,partition,compaction,COMPACT_32KB,0,0.07245353031158448,0.07629975903159694,0.07203842926025392,0.07575720417625026,171.9059944152832,19,0.0
116,partition,partition,NOOP,1,0.0730749397277832,0.07319875049591064,0.07322863864898682,0.07156929302215576,255.56397438049316,20,0.0
117,partition,compaction,COMPACT_32KB,0,0.0706208489463443,0.07413779067993163,0.07037775736309235,0.07407816696166991,184.79251861572266,20,0.0
118,partition,compaction,COMPACT_32KB,0,0.07214652644566127,0.07534478473663331,0.07305121528080531,0.07592353630065918,152.59027481079102,20,0.0
119,partition,partition,NOOP,1,0.07296279627482097,0.07163643080393474,0.07350139338175456,0.0717506523768107,244.89617347717285,21,0.0
120,partition,compaction,COMPACT_32KB,0,0.07048074209039863,0.07384377858298166,0.07019297563379462,0.07355821034567697,194.2274570465088,21,0.0
121,partition,compaction,COMPACT_32KB,0,0.07053673360997981,0.07455143603370304,0.0710539922540838,0.07240191134498233,286.36741638183594,21,0.0
122,partition,compaction,COMPACT_32KB,0,0.07221404429349032,0.07532806389218286,0.07212303992184725,0.07463906280880883,231.52685165405273,21,0.0
123,partition,compaction,COMPACT_32KB,0,0.0716308876210993,0.07399685823267158,0.07281404458826239,0.07297758542841132,184.3247413635254,22,0.0
124,partition,compaction,COMPACT_32KB,0,0.07026894671398662,0.07484964811151679,0.07070496661144755,0.07491034948175605,120.18775939941406,22,0.0
125,partition,compaction,COMPACT_32KB,0,0.07114722892927089,0.07430836207649925,0.0710655991761581,0.0749032120964744,162.9016399383545,22,0.0
126,partition,compaction,COMPACT_32KB,0,0.07208276954319166,0.07534627184434371,0.07081018653537917,0.07656920916817406,126.74450874328613,22,0.0
127,partition,noop,NOOP,0,0.07317673722972041,0.07190886537303096,0.07179872075785762,0.07308449308146601,188.25507164001465,23,0.0
128,partition,compaction,COMPACT_32KB,0,0.06948020070393882,0.07382883464149807,0.0711187037785848,0.07507461463264797,131.1020851135254,23,0.0
129,partition,compaction,COMPACT_32KB,0,0.071454022026062,0.07517080574864927,0.0715460563659668,0.07444508053323498,208.9986801147461,23,0.0
130,partition,compaction,COMPACT_32KB,0,0.07293546288808188,0.07565159381368887,0.0731216677983602,0.07480439723470937,234.3611717224121,23,0.0
131,partition,compaction,COMPACT_32KB,0,0.07359041302998862,0.07379393189748129,0.07354356377919516,0.0734575995763143,195.6021785736084,24,0.0
132,partition,compaction,COMPACT_32KB,0,0.07134074211120606,0.07497529436747233,0.07264550685882569,0.07322771479288737,256.38866424560547,24,0.0
133,partition,compaction,COMPACT_32KB,0,0.0716802682876587,0.07514103660583496,0.0710449686050415,0.0748035280863444,215.34442901611328,24,0.0
134,partition,partition,NOOP,1,0.07417356204986573,0.07261242103576661,0.07420773220062257,0.0727958984375,201.47705078125,25,0.0
135,partition,compaction,COMPACT_32KB,0,0.06949210285773645,0.07363459777832032,0.07076411842933068,0.07325460624694824,218.4586524963379,25,0.0
136,partition,compaction,COMPACT_32KB,0,0.07132673345712516,0.07466298389434815,0.07152963243631218,0.07419456291198731,216.48645401000977,25,0.0
137,partition,compaction,COMPACT_32KB,0,0.07275808599912204,0.07595094108581543,0.07220008161984957,0.0743390884399414,255.3844451904297,25,0.0
138,partition,noop,NOOP,0,0.07298167971097508,0.07147563246213474,0.07224818018399753,0.07196211603604831,265.2249336242676,26,0.0
139,partition,compaction,COMPACT_32KB,0,0.07043944728286179,0.07315993501223052,0.06768943679244431,0.07274614526308501,257.7030658721924,26,0.0
140,partition,compaction,COMPACT_32KB,0,0.07106061686763057,0.07407600815112775,0.07044334639796505,0.07364518577869122,249.54819679260254,26,0.0
141,partition,compaction,COMPACT_32KB,0,0.07110651615284108,0.07502168847597562,0.07200796249530933,0.07495484544313871,223.63829612731934,26,0.0
142,partition,compaction,COMPACT_32KB,0,0.0700479426247733,0.07332578851911757,0.06885855816432408,0.07294750883314345,234.87377166748047,27,0.0
143,partition,compaction,COMPACT_32KB,0,0.07201185504368374,0.07350066413172969,0.07035834113529751,0.0735955594945837,231.27079010009766,27,0.0
144,partition,compaction,COMPACT_32KB,0,0.0721422025680542,0.07450250836125126,0.07226554126739503,0.07470545025578251,222.7168083190918,27,0.0
145,partition,noop,NOOP,0,0.07390829364231655,0.07264898101261684,0.07245251933506557,0.07429647246769497,145.643949508667,28,0.0
146,partition,compaction,COMPACT_32KB,0,0.0700670917576757,0.07404321403503418,0.07264106827439934,0.07315397472381592,250.49614906311035,28,0.0
147,partition,compaction,COMPACT_32KB,0,0.0716254292981378,0.07418512962886266,0.07202654471561827,0.07464630268641881,212.81147003173828,28,0.0
148,partition,noop,NOOP,0,0.07272872788001751,0.07193655354072308,0.07243789536048627,0.07379643303443646,160.2187156677246,29,0.0
149,partition,compaction,COMPACT_32KB,0,0.06888540935516359,0.07338323078155519,0.07027580451965333,0.07343761405944825,213.2706642150879,29,0.0
150,partition,compaction,COMPACT_32KB,0,0.07082476481776084,0.07318510938184015,0.07038881644587364,0.07389236856000177,236.76180839538574,29,0.0
151,partition,noop,NOOP,0,0.0725305035909017,0.07200316937764487,0.0707788184483846,0.0707264617284139,301.4800548553467,30,0.0
152,partition,compaction,COMPACT_32KB,0,0.0714862194799608,0.07296365610758464,0.06931468398801743,0.07313805452982586,216.90607070922852,30,0.0
153,partition,compaction,COMPACT_32KB,0,0.07098685607294883,0.07363417021433513,0.06930353984217491,0.07414903036753337,188.80295753479004,30,0.0
154,partition,compaction,COMPACT_32KB,0,0.07159523983616983,0.07491569073994954,0.07321496983189738,0.07419038804372151,225.77214241027832,30,0.0
155,partition,partition,NOOP,1,0.07267374196821645,0.07051715532118276,0.07407097497755483,0.07255976358229116,220.81470489501953,31,0.0
156,partition,compaction,COMPACT_32KB,0,0.0704504077911377,0.07462172574074037,0.07108783893585205,0.07298805779487856,229.19893264770508,31,0.0
157,partition,compaction,COMPACT_32KB,0,0.06778487377166749,0.07312122364659464,0.07125329189300537,0.07497936745305216,154.7563076019287,31,0.0
158,partition,compaction,COMPACT_32KB,0,0.07193566493988038,0.07445373677899761,0.07096716098785401,0.07350400052224437,267.09985733032227,31,0.0
159,partition,compaction,COMPACT_32KB,0,0.07153341464996338,0.0722289436340332,0.0695407455444336,0.07184719734191894,258.24594497680664,32,0.0
160,partition,compaction,COMPACT_32KB,0,0.06977274052591036,0.0730125825881958,0.07008372418374727,0.07283756904602051,231.8873405456543,32,0.0
161,partition,compaction,COMPACT_32KB,0,0.06755090529497933,0.07431062393188477,0.06877453143175911,0.07372294597625732,229.5372486114502,32,0.0
162,partition,compaction,COMPACT_32KB,0,0.07258900956240567,0.07578399829864502,0.07122605160799894,0.07317929439544678,285.9976291656494,32,0.0
163,partition,partition,NOOP,1,0.07287790482260965,0.07212336724021219,0.0729378098747947,0.07370598976828836,179.13055419921875,33,0.0
164,partition,compaction,COMPACT_32KB,0,0.06888916953591741,0.07331313013596968,0.07091335280923283,0.07039881586595015,381.2906742095947,33,0.0
165,partition,noop,NOOP,0,0.07216318339179544,0.07005192651459666,0.07055848330329446,0.07161089629004982,243.16048622131348,34,0.0
166,partition,compaction,COMPACT_32KB,0,0.07067863641466413,0.07142422379886404,0.06974701581682477,0.07180451096927419,253.1142234802246,34,0.0
167,partition,compaction,COMPACT_32KB,0,0.07177097088950023,0.0730126620573156,0.0707755208696638,0.07423880112591912,166.7327880859375,34,0.0
168,partition,compaction,COMPACT_32KB,0,0.06887667492457798,0.07246249435649199,0.07079653576442173,0.0730273890327005,248.14510345458984,34,0.0
169,partition,compaction,COMPACT_32KB,0,0.07119659055982318,0.07353423158982221,0.07100213636670794,0.0739647726283354,223.05560111999512,34,0.0
170,partition,partition,NOOP,1,0.06971841376168388,0.07177395861489431,0.07337102930886405,0.07189454119546072,243.18623542785645,35,0.0
171,partition,compaction,COMPACT_32KB,0,0.07053646592034235,0.0720671010698591,0.0703518345726861,0.0724944200515747,246.02484703063965,35,0.0
172,partition,compaction,COMPACT_32KB,0,0.07111765677134196,0.0732438064302717,0.07081729227701823,0.07035199887411936,385.49017906188965,35,0.0
173,partition,compaction,COMPACT_32KB,0,0.07165435659620498,0.07182663413456508,0.0707281290266249,0.07385820361546108,247.43318557739258,35,0.0
174,partition,noop,NOOP,0,0.07380600691901314,0.07253893614874947,0.07236684561835396,0.0724116015540229,248.22092056274414,36,0.0
175,partition,compaction,COMPACT_32KB,0,0.07067002800606392,0.07267015113830567,0.06866971996925973,0.0728560079574585,253.16548347473145,36,0.0
176,partition,compaction,COMPACT_32KB,0,0.06729804788022428,0.07352492889828154,0.06869219098477751,0.0733650263256497,253.4468173980713,36,0.0
177,partition,compaction,COMPACT_32KB,0,0.07098591123013885,0.07394401842753093,0.07016636643796355,0.07190852139790853,348.82116317749023,36,0.0
178,partition,noop,NOOP,0,0.07364379910133981,0.07111636665962838,0.07226630715035104,0.07366956738136911,176.17297172546387,37,0.0
179,partition,noop,NOOP,0,0.07225657025387412,0.07203275115038899,0.07062807122280723,0.06946579018643029,314.1467571258545,38,0.0
180,partition,compaction,COMPACT_32KB,0,0.0672491273880005,0.07365020276662466,0.0670380506515503,0.07340561391469595,253.84521484375,37,0.0
181,partition,compaction,COMPACT_32KB,0,0.07157121697476036,0.07394696817140323,0.0715058187585128,0.07375429258088809,258.0540180206299,37,0.0
182,partition,compaction,COMPACT_32KB,0,0.07213296201605546,0.07350073125738847,0.07211749818701493,0.07128942754645097,297.72090911865234,38,0.0
183,partition,compaction,COMPACT_32KB,0,0.07035258049598107,0.07157353892075388,0.06979396099677453,0.06817599310623973,475.2769470214844,38,0.0
184,partition,noop,NOOP,0,0.07044068789848915,0.07029348412563927,0.06438774562248817,0.07086247420677771,273.2710838317871,39,0.0
185,partition,compaction,COMPACT_32KB,0,0.06999488925933839,0.07087627399846128,0.06932761764526368,0.07063370768898412,418.43366622924805,38,0.0
186,partition,partition,NOOP,1,0.07106757006033873,0.07208554586752867,0.07222679933890319,0.07170620760306334,288.57874870300293,39,0.0
187,partition,compaction,COMPACT_32KB,0,0.06744305229187013,0.07264469098800268,0.07007705307006837,0.07268351983779517,268.56398582458496,39,0.0
188,partition,compaction,COMPACT_32KB,0,0.07270103549957276,0.07319585825602214,0.0680329761505127,0.07296286608378093,279.0694236755371,39,0.0
189,partition,compaction,COMPACT_32KB,0,0.0731940565109253,0.0743294511795044,0.07037558650970459,0.0721561513900757,341.9373035430908,39,0.0
190,partition,compaction,COMPACT_32KB,0,0.0716210708618164,0.07179830646514893,0.07026476001739503,0.06910638427734375,419.48699951171875,40,0.0
191,partition,noop,NOOP,0,0.07054609576434624,0.06835097408294678,0.06549615660876763,0.06980959693164361,307.32107162475586,41,0.0
192,partition,compaction,COMPACT_32KB,0,0.0675004122052874,0.07219931221008301,0.06831405852181571,0.07151658153533937,339.733362197876,40,0.0
193,partition,compaction,COMPACT_32KB,0,0.0707879990926603,0.07293145275115967,0.072122094093881,0.07190089797973633,351.4089584350586,40,0.0
194,partition,compaction,COMPACT_32KB,0,0.07064960873766643,0.07340732968493205,0.07097974694414837,0.07143026745959026,304.5055866241455,41,0.0
195,partition,partition,NOOP,1,0.06893621657235283,0.06707819576728635,0.07013982031685967,0.06875139448983329,375.3228187561035,42,0.0
196,partition,compaction,COMPACT_32KB,0,0.07077896223733592,0.07218290106610555,0.06933735953042675,0.07348438040570515,263.181209564209,41,0.0
197,partition,compaction,COMPACT_32KB,0,0.0716582555680048,0.07260646056220646,0.07206235121772403,0.07127974223182315,309.9551200866699,42,0.0
198,partition,compaction,COMPACT_32KB,0,0.06996913560822954,0.07277322050730388,0.07115537294343462,0.06941941973368328,425.5251884460449,42,0.0
