env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11001,1000,1387.7,1000,0.1296,129.6069,"{""NOOP"": 874, ""COMPACT_64KB"": 126}",575.730369,89.267,0.0,0.74955,1
