episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25301,500,388.8,0.206999,103.499329,200.4905,39.066,0.20321,0,0.0,0.0,0.1,"{""NOOP"": 359, ""COMPACT_32KB"": 21, ""PARTITION_REGION"": 43, ""PARTITION_EVENT_TYPE"": 3, ""COMPACT_64KB"": 54, ""COMPACT_128KB"": 16, ""PARTITION_HOUR"": 3, ""REMOVE_PARTITION"": 1}"
2,25302,500,391.0,0.209625,104.812679,206.7387,37.848,0.211086,0,0.0,0.0,0.1,"{""NOOP"": 375, ""COMPACT_32KB"": 17, ""PARTITION_REGION"": 26, ""COMPACT_128KB"": 21, ""COMPACT_64KB"": 54, ""PARTITION_EVENT_TYPE"": 3, ""PARTITION_HOUR"": 4}"
3,25303,500,389.3,0.197383,98.69133,206.6644,38.418,0.166498,0,0.0,0.0,0.1,"{""NOOP"": 357, ""COMPACT_32KB"": 12, ""PARTITION_REGION"": 43, ""COMPACT_64KB"": 56, ""REMOVE_PARTITION"": 2, ""COMPACT_128KB"": 22, ""PARTITION_HOUR"": 4, ""PARTITION_EVENT_TYPE"": 4}"
4,25304,500,416.9,0.201029,100.51471,231.9627,39.102,0.18925,0,0.0,0.0,0.1,"{""NOOP"": 360, ""COMPACT_32KB"": 17, ""PARTITION_REGION"": 50, ""COMPACT_64KB"": 49, ""PARTITION_HOUR"": 2, ""COMPACT_128KB"": 17, ""PARTITION_EVENT_TYPE"": 5}"
5,25305,500,379.5,0.201615,100.807714,201.2706,37.566,0.174175,0,0.0,0.0,0.1,"{""NOOP"": 372, ""COMPACT_32KB"": 13, ""PARTITION_REGION"": 35, ""REMOVE_PARTITION"": 3, ""COMPACT_64KB"": 52, ""PARTITION_HOUR"": 4, ""COMPACT_128KB"": 19, ""PARTITION_EVENT_TYPE"": 2}"
