episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25501,500,466.2,0.151295,75.647706,339.7223,70.118,0.210888,0,0.0,0.0,0.0,"{""NOOP"": 421, ""COMPACT_32KB"": 46, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 2, ""REMOVE_PARTITION"": 6, ""PARTITION_REGION"": 12, ""COMPACT_128KB"": 6, ""PARTITION_EVENT_TYPE"": 5}"
2,25502,500,464.5,0.143311,71.65562,338.4211,69.678,0.174762,0,0.0,0.0,0.0,"{""NOOP"": 435, ""COMPACT_32KB"": 34, ""PARTITION_HOUR"": 3, ""COMPACT_64KB"": 5, ""REMOVE_PARTITION"": 4, ""PARTITION_REGION"": 10, ""COMPACT_128KB"": 4, ""PARTITION_EVENT_TYPE"": 5}"
3,25503,500,465.1,0.111859,55.929656,335.4964,71.332,0.088584,0,0.0,0.0,0.0,"{""NOOP"": 415, ""COMPACT_32KB"": 46, ""PARTITION_REGION"": 15, ""REMOVE_PARTITION"": 13, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 4, ""COMPACT_128KB"": 1, ""PARTITION_EVENT_TYPE"": 4}"
4,25504,500,496.6,0.167365,83.682568,384.4524,81.776,0.261871,0,0.0,0.0,0.0,"{""NOOP"": 432, ""COMPACT_32KB"": 35, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 6, ""REMOVE_PARTITION"": 1, ""PARTITION_REGION"": 13, ""COMPACT_128KB"": 4, ""PARTITION_EVENT_TYPE"": 7}"
5,25505,500,449.9,0.132666,66.332789,300.3201,60.804,0.106212,0,0.0,0.0,0.0,"{""NOOP"": 426, ""COMPACT_32KB"": 42, ""PARTITION_REGION"": 8, ""REMOVE_PARTITION"": 8, ""PARTITION_HOUR"": 2, ""COMPACT_64KB"": 3, ""COMPACT_128KB"": 4, ""PARTITION_EVENT_TYPE"": 7}"
