env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11004,1000,1018.2,1000,0.2395,239.5016,"{""NOOP"": 770, ""COMPACT_64KB"": 85, ""PARTITION_HOUR"": 64, ""COMPACT_32KB"": 38, ""COMPACT_128KB"": 35, ""PARTITION_EVENT_TYPE"": 8}",356.961868,62.819,0.264803,1.015046,1
