env_seed,steps,wall_clock_sec,count,avg_global_reward,total_global_reward,action_distribution,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,avg_block_utilization,episode
11005,1000,1678.2,1000,0.1862,186.2254,"{""COMPACT_128KB"": 1000}",384.49806,43.799,0.0,1.525773,1
