episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25401,500,410.1,0.220446,110.222991,195.2908,34.302,0.238577,0,0.0,0.0,0.0,"{""NOOP"": 406, ""COMPACT_64KB"": 15, ""PARTITION_REGION"": 5, ""COMPACT_32KB"": 26, ""PARTITION_HOUR"": 4, ""COMPACT_128KB"": 38, ""REMOVE_PARTITION"": 4, ""PARTITION_EVENT_TYPE"": 2}"
2,25402,500,411.9,0.212179,106.089335,209.1125,34.48,0.208293,0,0.0,0.0,0.0,"{""NOOP"": 401, ""COMPACT_32KB"": 27, ""PARTITION_REGION"": 6, ""COMPACT_128KB"": 45, ""REMOVE_PARTITION"": 5, ""COMPACT_64KB"": 10, ""PARTITION_HOUR"": 4, ""PARTITION_EVENT_TYPE"": 2}"
3,25403,500,403.9,0.231987,115.993356,206.8415,31.582,0.242278,0,0.0,0.0,0.0,"{""NOOP"": 407, ""COMPACT_32KB"": 21, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 11, ""COMPACT_128KB"": 46, ""REMOVE_PARTITION"": 7, ""PARTITION_REGION"": 3, ""PARTITION_EVENT_TYPE"": 1}"
4,25404,500,372.9,0.230867,115.433721,183.3022,31.458,0.240125,0,0.0,0.0,0.0,"{""NOOP"": 405, ""COMPACT_64KB"": 6, ""REMOVE_PARTITION"": 5, ""PARTITION_HOUR"": 7, ""COMPACT_128KB"": 50, ""COMPACT_32KB"": 23, ""PARTITION_EVENT_TYPE"": 2, ""PARTITION_REGION"": 2}"
5,25405,500,381.5,0.22549,112.744755,187.8603,31.534,0.230959,0,0.0,0.0,0.0,"{""NOOP"": 404, ""COMPACT_32KB"": 19, ""PARTITION_HOUR"": 6, ""COMPACT_128KB"": 54, ""PARTITION_EVENT_TYPE"": 3, ""COMPACT_64KB"": 7, ""PARTITION_REGION"": 2, ""REMOVE_PARTITION"": 5}"
