episode,env_seed,steps,wall_clock_sec,avg_global_reward,total_global_reward,avg_latency_ms,avg_file_count,avg_partition_pruning_ratio,n_updates,compaction_loss,partition_loss,epsilon,action_distribution
1,25401,500,441.7,0.213792,106.895874,227.7487,36.072,0.224433,0,0.0,0.0,0.0,"{""NOOP"": 397, ""COMPACT_32KB"": 39, ""PARTITION_REGION"": 5, ""COMPACT_64KB"": 16, ""PARTITION_HOUR"": 5, ""COMPACT_128KB"": 29, ""REMOVE_PARTITION"": 5, ""PARTITION_EVENT_TYPE"": 4}"
2,25402,500,417.0,0.214653,107.326612,204.8336,37.22,0.226754,0,0.0,0.0,0.0,"{""NOOP"": 398, ""COMPACT_32KB"": 38, ""PARTITION_REGION"": 9, ""COMPACT_128KB"": 26, ""REMOVE_PARTITION"": 3, ""PARTITION_HOUR"": 8, ""COMPACT_64KB"": 16, ""PARTITION_EVENT_TYPE"": 2}"
3,25403,500,404.5,0.204599,102.299725,206.9258,36.012,0.193799,0,0.0,0.0,0.0,"{""NOOP"": 398, ""COMPACT_32KB"": 35, ""PARTITION_HOUR"": 3, ""COMPACT_64KB"": 20, ""COMPACT_128KB"": 27, ""PARTITION_EVENT_TYPE"": 6, ""PARTITION_REGION"": 6, ""REMOVE_PARTITION"": 5}"
4,25404,500,398.4,0.220068,110.034105,196.87,35.53,0.233094,0,0.0,0.0,0.0,"{""NOOP"": 402, ""COMPACT_64KB"": 18, ""REMOVE_PARTITION"": 3, ""PARTITION_EVENT_TYPE"": 2, ""COMPACT_32KB"": 35, ""COMPACT_128KB"": 27, ""PARTITION_HOUR"": 7, ""PARTITION_REGION"": 6}"
5,25405,500,402.5,0.223664,111.832062,193.624,35.788,0.256771,0,0.0,0.0,0.0,"{""NOOP"": 404, ""COMPACT_32KB"": 26, ""PARTITION_HOUR"": 4, ""COMPACT_64KB"": 15, ""COMPACT_128KB"": 39, ""PARTITION_REGION"": 6, ""PARTITION_EVENT_TYPE"": 4, ""REMOVE_PARTITION"": 2}"
